Unnamed: 0,APPLICATION_USER_ID,RAPPI_RFM,PAY_RFM,FRAUD_RAPPI,FIRST_CBK_RAPPI_DATE,FRAUD_PAY,FIRST_CBK_PAY_DATE,GMV_FINISHED,GMV_CANCELED_FRAUD,GMV_CANCELED_PAY_ERROR
1800027,11991950.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,4863.72,152.0,1002.0
1800028,203268771.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,643.0,2150.0,0.0
1800029,212647850.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,396.0,1480.0,0.0
1800030,215222518.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,4063.67,0.0,0.0
1800031,24308970.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,18671.55,0.0,0.0
1800032,244022074.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,174.0,0.0,0.0
1800033,231249089.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,2949.0,0.0,138.0
1800034,294329474.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,4047.84,0.0,414.0
1800035,281446486.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,150.0,0.0,0.0
1800036,20843935.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,979.0,0.0,224.0
1800037,29649028.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,3333.0,0.0,0.0
1800038,204813935.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,656.48,0.0,0.0
1800039,2010768909.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,4780.87,525.0,0.0
1800040,203291202.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,2083.0,0.0,0.0
1800041,241363214.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,2353.52,0.0,0.0
1800042,263037800.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,255.0,0.0,2504.22
1800043,201331059.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,131.75,0.0,0.0
1800044,25890847.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,9394.76,0.0,0.0
1800045,261644514.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,411.0,621.03,0.0
1800046,201266471.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1767.0,0.0,0.0
1800047,26635194.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1262.0,0.0,0.0
1800048,202347943.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,170.0,1980.0
1800049,236639714.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,85.15,0.0
1800050,276884282.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,922.01,0.0,0.0
1800051,2510892086.0,Potential Diamond,No_Pay_RFM,0,1900-01-01,0,1900-01-01,41695.430000000015,0.0,10505.72
1800052,22862736.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,0.0,0.0
1800053,261868694.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,9133.0,0.0,3420.0
1800054,201237205.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,955.0,0.0,0.0
1800055,207976994.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,6650.56,0.0,77.0
1800056,263579143.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1880.0,0.0,0.0
1800057,221394230.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1992.0,10672.0,1341.0
1800058,237424291.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,587.0,0.0,0.0
1800059,254206575.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1962.29,0.0,0.0
1800060,263787443.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1299.5,0.0,474.0
1800061,24372731.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,120.0,0.0,0.0
1800062,227135731.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,174.95,0.0,0.0
1800063,21866414.0,Undefined Segment RFM,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,135.0,2980.05
1800064,211607223.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1519.23,0.0,660.0
1800065,264302581.0,Regular,No_Pay_RFM,1,2019-03-23,0,1900-01-01,1100.0,0.0,849.0
1800066,221023967.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,783.0,0.0,431.0
1800067,221253503.0,Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,45602.53,0.0,443.0
1800068,221532173.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,23346.78,0.0,458.0
1800069,205762569.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,413.0,0.0,0.0
1800070,259953124.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,317.0,432.0,0.0
1800071,217822099.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,154.0,0.0,0.0
1800072,22670722.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,3977.01,0.0,1302.5
1800073,279868632.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,5293.27,0.0,0.0
1800074,2347423.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,3828.3,0.0,1438.0
1800075,2036102.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,9918.100035,0.0,1913.0
1800076,206248014.0,Undefined Segment RFM,No_Pay_RFM,0,1900-01-01,0,1900-01-01,22.0,0.0,0.0
1800077,294083560.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,501.15,0.0,0.0
1800078,243125857.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,0.0,99.0
1800079,23203866.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,11510.169999999998,303.56,24542.15
1800080,2612206873.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,425.59,0.0,0.0
1800081,27193738.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,19265.69,0.0,1604.6
1800082,251243687.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1463.73,0.0,298.0
1800083,211181619.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1269.5,0.0,0.0
1800084,22968733.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1678.1,0.0,0.0
1800085,282174037.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,0.0,0.0
1800086,221264535.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,505.0,0.0,0.0
1800087,223449497.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,6342.1799999999985,5835.36,0.0
1800088,21925993.0,Potential Diamond,No_Pay_RFM,0,1900-01-01,0,1900-01-01,71704.77999999997,1055.0,5005.190000000001
1800089,207653995.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1332.0,0.0,0.0
1800090,231756731.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,376.0,0.0,751.0
1800091,204749992.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1978.0,675.0,177.0
1800092,21870498.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,14985.14,0.0,6950.480000000001
1800093,221432671.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,0.0,0.0
1800094,24987784.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,0.0,59.0
1800095,286768311.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,11811.0,0.0
1800096,249396.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,270.0,0.0,0.0
1800097,214401751.0,Zero,No_Pay_RFM,1,2019-03-30,0,1900-01-01,1125.05,20.0,0.0
1800098,237373651.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,2845.85,441.0,0.0
1800099,223189611.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,4756.0,0.0,0.0
1800100,262304067.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1017.0,0.0,0.0
1800101,267239687.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,103.16,0.0,0.0
1800102,282620916.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,0.0,198.0
1800103,293278389.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,830.27,0.0,0.0
1800104,213066986.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,34028.16,281.0,3617.1
1800105,201787454.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,90.0,0.0,0.0
1800106,2111513206.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,194.0,368.0,0.0
1800107,2975692.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,25318.48,0.0,11698.6
1800108,24433806.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,6084.44,0.0,0.0
1800109,262368284.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,0.0,0.0
1800110,26347497.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,464.0,0.0,0.0
1800111,20483167.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1627.5,0.0,1392.0
1800112,236389658.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,662.0,0.0,0.0
1800113,274348157.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,869.0,0.0,121.5
1800114,242329023.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,5682.0,0.0,0.0
1800115,292683716.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,21518.97,0.0,4658.8600000000015
1800116,24961807.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,2093.0,0.0,0.0
1800117,263297332.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,311.0,5000.0,198.0
1800118,292970735.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,155.0,0.0,0.0
1800119,22799963.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,682.5,0.0,0.0
1800120,217503930.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,125.0,0.0,0.0
1800121,2410689101.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,395.0,0.0,618.5
1800122,292332993.0,Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,20424.0,3575.0,669.0
1800123,294710635.0,Diamond,No_Pay_RFM,0,1900-01-01,0,1900-01-01,10988.58,3396.32,7394.58
1800124,272214695.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1485.09,6837.5,2645.5
1800125,232862007.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,34349.42,0.0,0.0
1800126,27354727.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,6913.78,0.0,146.0
1800127,207324429.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,502.0,0.0,0.0
1800128,233230066.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,6789.49,0.0,99.0
1800129,282221830.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,4588.0,0.0,0.0
1800130,255546779.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,855.0,0.0,0.0
1800131,268954990.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1682.15,1771.0,0.0
1800132,287711790.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1247.0,0.0,0.0
1800133,231753703.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,486.0,0.0,972.0
1800134,20429907.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,5110.0,455.5,589.0
1800135,27433602.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,100.0,0.0
1800136,29997056.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,20048.7,0.0,0.0
1800137,211242226.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1630.88,0.0,0.0
1800138,274556620.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,5082.0,0.0,246.0
1800139,208466024.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,219.0,328.0,0.0
1800140,23799573.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,40.0,40.0
1800141,246203675.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1204.0,0.0,0.0
1800142,271581012.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,5251.94,0.0,688.0
1800143,28149076.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,44.0,0.0,0.0
1800144,252151175.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1266.8,0.0,198.0
1800145,25562830.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,368.0,0.0,288.0
1800146,229396248.0,Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,7919.0,0.0,0.0
1800147,233183359.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1915.3,312.0,0.0
1800148,27995505.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,60.0,0.0
1800149,211155020.0,Zero,No_Pay_RFM,1,2018-11-17,0,1900-01-01,0.0,3295.0,0.0
1800150,263146640.0,Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,4761.85,0.0,0.0
1800151,201159469.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,16320.77,0.0,999.0
1800152,20538850.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,26813.86,0.0,2359.86
1800153,211525191.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,9069.55,275.0,368.0
1800154,271364572.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,9656.66,2407.7000000000007,547.0
1800155,17146139.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1838.53,0.0,0.0
1800156,261566739.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,100.0,0.0,0.0
1800157,221813864.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,0.0,0.0
1800158,223428110.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,751.45,0.0,198.0
1800159,298019548.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,805.0,0.0,0.0
1800160,206679627.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,3930.49,0.0,0.0
1800161,251092918.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,99.0,2356.5,396.0
1800162,203155341.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,17785.55,0.0,864.0
1800163,292663958.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,50.0,0.0,0.0
1800164,2910071964.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,897.0,0.0,0.0
1800165,22694620.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,3983.8,5439.0,187.0
1800166,231207379.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,2710.2,0.0,0.0
1800167,2610553415.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,943.6,0.0,0.0
1800168,277141739.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,18156.79,0.0,1804.0
1800169,221505978.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,4519.11,0.0,0.0
1800170,268107361.0,Potential Diamond,No_Pay_RFM,0,1900-01-01,0,1900-01-01,21297.07,9791.0,4907.5
1800171,2197121.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,3234.42,554.32,260.2
1800172,276506.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,7035.240004,0.0,171.0
1800173,212664236.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,3859.19,0.0,516.0
1800174,25916965.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,40.0,0.0,0.0
1800175,239158674.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,338.0,0.0,0.0
1800176,207030418.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,768.0,0.0,0.0
1800177,293165001.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1898.63,1247.0,270.0
1800178,262068106.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,150.0,0.0,0.0
1800179,24944511.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,16579.6,1095.0,1924.73
1800180,206420321.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,160.0,0.0,0.0
1800181,202458009.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1156.71,0.0,0.0
1800182,298848682.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,91.0,0.0,0.0
1800183,27432349.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1117.0,0.0,0.0
1800184,263371298.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,140.04000000000002,0.0,60.0
1800185,261057066.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,3202.01,0.0,0.0
1800186,281028945.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,2326.5,0.0,0.0
1800187,243363257.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,5526.4699999999975,0.0,281.66
1800188,262570932.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,697.5,0.0,0.0
1800189,239198766.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,254.9,0.0,0.0
1800190,283858226.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,991.0,0.0,0.0
1800191,2812900092.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,735.75,899.8799999999999,0.0
1800192,291694919.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,524.87,0.0,0.0
1800193,249007432.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,2142.0,0.0,0.0
1800194,22679929.0,Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,54111.79000000001,0.0,3067.21
1800195,2710957281.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,199.04,0.0,0.0
1800196,221573779.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,204.0,0.0,0.0
1800197,256680369.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,640.0,0.0,0.0
1800198,21938140.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,0.0,115.65
1800199,251394472.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,526.0,0.0,0.0
1800200,2114699.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1366.0,0.0,0.0
1800201,293077866.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1766.71,0.0,0.0
1800202,203125642.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,984.28,108.86,0.0
1800203,281818710.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,208.0,0.0,0.0
1800204,281453808.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,2549.75,0.0,40.0
1800205,25780286.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,323.0,0.0,0.0
1800206,2837194.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,323.5,0.0,0.0
1800207,291334937.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,785.0,0.0,0.0
1800208,29659952.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,18.0,0.0
1800209,216047879.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,0.0,0.0
1800210,241161335.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,3381.57,0.0,0.0
1800211,282355231.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,2092.9,0.0,0.0
1800212,234462357.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,82.80000000000003,0.0,0.0
1800213,141494051.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1518.58,0.0,0.0
1800214,272657805.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,254.0,0.0,0.0
1800215,251350295.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1873.45,0.0,483.0
1800216,28458944.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,150.0,0.0,0.0
1800217,22469449.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,29099.77,494.76,4954.93
1800218,209761943.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,709.0,0.0,0.0
1800219,2210577105.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,811.73,0.0
1800220,213582868.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,2064.0,0.0,0.0
1800221,237434996.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,2193.0,0.0,399.0
1800222,249706766.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,1404.0,0.0
1800223,258537553.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,694.15,0.0,0.0
1800224,265004477.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,295.0,0.0,0.0
1800225,22130381.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,701.0,0.0,1260.0
1800226,291316150.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,114.52,0.0,0.0
1800227,253923937.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,368.0,0.0,0.0
1800228,283367977.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,3999.02,0.0,5948.5
1800229,284921611.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,11485.18,0.0,471.5
1800230,271548187.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,2261.57,0.0,0.0
1800231,2911986330.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,91.33,0.0,0.0
1800232,243368346.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,3319.5,0.0,1908.9
1800233,28256494.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,22260.56,482.78,0.0
1800234,218951711.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,146.0,1188.0,0.0
1800235,273220075.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,0.0,99.0
1800236,211865593.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1589.94,3752.51,198.0
1800237,232245167.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,5936.0,0.0,204.0
1800238,241752465.0,Zero,No_Pay_RFM,0,1900-01-01,0,1900-01-01,0.0,0.0,0.0
1800239,29966485.0,Potential Power,No_Pay_RFM,0,1900-01-01,0,1900-01-01,22703.58,400.0,6091.290000000001
1800240,293016867.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,464.0,0.0,0.0
1800241,201376938.0,Regular,No_Pay_RFM,0,1900-01-01,0,1900-01-01,638.0,0.0,0.0
1800242,23210617.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,594.0,0.0,0.0
1800243,276151908.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,156.0,0.0,0.0
1800244,2010491257.0,Low Value,No_Pay_RFM,0,1900-01-01,0,1900-01-01,1377.0,0.0,0.0
