"ENTITY_ID","START_DATE","END_DATE","STATUS","ACTIVE","PROD_DTL_ID"
2851,"01/01/2020","12/31/9999","A","Y",35662
3477,"01/01/2020","12/31/9999","A","Y",35662
3478,"01/01/2020","12/31/9999","A","Y",35665
4669,"01/01/2020","12/31/9999","A","Y",35683
3233,"01/01/2020","12/31/9999","A","Y",35683
3496,"01/01/2020","12/31/9999","A","Y",35683
3497,"01/01/2020","12/31/9999","A","Y",35683
5168,"01/01/2020","12/31/9999","A","Y",36951
5600,"01/01/2020","12/31/9999","A","Y",38885
4379,"01/01/2020","12/31/9999","A","Y",35562
3458,"01/01/2020","12/31/9999","A","Y",38491
5072,"01/01/2020","12/31/9999","A","Y",38491
3266,"01/01/2020","12/31/9999","A","Y",38491
3928,"01/01/2020","12/31/9999","A","Y",38845
3117,"01/01/2020","12/31/9999","A","Y",38845
3656,"01/01/2020","12/31/9999","A","Y",40431
3322,"01/01/2020","12/31/9999","A","Y",36130
4667,"01/01/2020","12/31/9999","A","Y",36131
3495,"01/01/2020","12/31/9999","A","Y",36133
3233,"01/01/2020","12/31/9999","A","Y",36138
3496,"01/01/2020","12/31/9999","A","Y",36135
4789,"01/01/2020","12/31/9999","A","Y",36135
5133,"01/01/2020","12/31/9999","A","Y",36135
5133,"01/01/2020","12/31/9999","A","Y",36137
5168,"01/01/2020","12/31/9999","A","Y",4048
3478,"01/01/2020","12/31/9999","A","Y",4048
3054,"01/01/2020","12/31/9999","A","Y",40584
4655,"01/01/2020","12/31/9999","A","Y",35746
3929,"01/01/2020","12/31/9999","A","Y",35903
5072,"01/01/2020","12/31/9999","A","Y",35905
3928,"01/01/2020","12/31/9999","A","Y",36044
5072,"01/01/2020","12/31/9999","A","Y",36044
3478,"01/01/2020","12/31/9999","A","Y",36044
5600,"01/01/2020","12/31/9999","A","Y",35922
4592,"01/01/2020","12/31/9999","A","Y",35922
3497,"01/01/2020","12/31/9999","A","Y",35922
3495,"01/01/2020","12/31/9999","A","Y",35913
5146,"01/01/2020","12/31/9999","A","Y",36790
5051,"01/01/2020","12/31/9999","A","Y",40644
3720,"01/01/2020","12/31/9999","A","Y",38487
3542,"01/01/2020","12/31/9999","A","Y",38489
3266,"01/01/2020","12/31/9999","A","Y",38490
5010,"01/01/2020","12/31/9999","A","Y",38867
4449,"01/01/2020","12/31/9999","A","Y",40058
2751,"01/01/2020","12/31/9999","A","Y",40444
4669,"01/01/2020","12/31/9999","A","Y",40595
5010,"01/01/2020","12/31/9999","A","Y",41007
3266,"01/01/2020","12/31/9999","A","Y",38493
3656,"01/01/2020","12/31/9999","A","Y",40432
5590,"01/01/2020","12/31/9999","A","Y",40464
5072,"01/01/2020","12/31/9999","A","Y",35673
4667,"01/01/2020","12/31/9999","A","Y",35681
3495,"01/01/2020","12/31/9999","A","Y",35682
5133,"01/01/2020","12/31/9999","A","Y",35682
4789,"01/01/2020","12/31/9999","A","Y",40575
5010,"01/01/2020","12/31/9999","A","Y",35680
3656,"01/01/2020","12/31/9999","A","Y",35680
2751,"01/01/2020","12/31/9999","A","Y",35680
3458,"01/01/2020","12/31/9999","A","Y",38018
3497,"01/01/2020","12/31/9999","A","Y",38018
3929,"01/01/2020","12/31/9999","A","Y",2563
5425,"01/01/2020","12/31/9999","A","Y",2597
4256,"01/01/2020","12/31/9999","A","Y",2597
3928,"01/01/2020","12/31/9999","A","Y",2601
3720,"01/01/2020","12/31/9999","A","Y",2740
5590,"01/01/2020","12/31/9999","A","Y",2314
5600,"01/01/2020","12/31/9999","A","Y",2328
3458,"01/01/2020","12/31/9999","A","Y",2328
3323,"01/01/2020","12/31/9999","A","Y",2351
5588,"01/01/2020","12/31/9999","A","Y",2351
3322,"01/01/2020","12/31/9999","A","Y",2352
4449,"01/01/2020","12/31/9999","A","Y",2354
5590,"01/01/2020","12/31/9999","A","Y",2354
5511,"01/01/2020","12/31/9999","A","Y",2519
3929,"01/01/2020","12/31/9999","A","Y",2519
4694,"01/01/2020","12/31/9999","A","Y",2531
4449,"01/01/2020","12/31/9999","A","Y",2148
4669,"01/01/2020","12/31/9999","A","Y",2165
3323,"01/01/2020","12/31/9999","A","Y",3963
3458,"01/01/2020","12/31/9999","A","Y",3964
5133,"01/01/2020","12/31/9999","A","Y",4085
3322,"01/01/2020","12/31/9999","A","Y",2276
5600,"01/01/2020","12/31/9999","A","Y",2293
3117,"01/01/2020","12/31/9999","A","Y",3731
5590,"01/01/2020","12/31/9999","A","Y",4364
5588,"01/01/2020","12/31/9999","A","Y",4394
3323,"01/01/2020","12/31/9999","A","Y",5567
3322,"01/01/2020","12/31/9999","A","Y",5567
2675,"01/01/2020","12/31/9999","A","Y",4777
3458,"01/01/2020","12/31/9999","A","Y",5117
5590,"01/01/2020","12/31/9999","A","Y",5150
3458,"01/01/2020","12/31/9999","A","Y",5153
5590,"01/01/2020","12/31/9999","A","Y",5153
5600,"01/01/2020","12/31/9999","A","Y",4954
4379,"01/01/2020","12/31/9999","A","Y",730
3929,"01/01/2020","12/31/9999","A","Y",2024
3928,"01/01/2020","12/31/9999","A","Y",2563
5424,"01/01/2020","12/31/9999","A","Y",2563
5146,"01/01/2020","12/31/9999","A","Y",2784
4021,"01/01/2020","12/31/9999","A","Y",2784
5146,"01/01/2020","12/31/9999","A","Y",2807
4021,"01/01/2020","12/31/9999","A","Y",2807
4449,"01/01/2020","12/31/9999","A","Y",2324
3322,"01/01/2020","12/31/9999","A","Y",2336
3322,"01/01/2020","12/31/9999","A","Y",2351
3323,"01/01/2020","12/31/9999","A","Y",2352
4256,"01/01/2020","12/31/9999","A","Y",2489
3117,"01/01/2020","12/31/9999","A","Y",2491
4256,"01/01/2020","12/31/9999","A","Y",2519
3928,"01/01/2020","12/31/9999","A","Y",2531
5424,"01/01/2020","12/31/9999","A","Y",2531
5425,"01/01/2020","12/31/9999","A","Y",2531
3928,"01/01/2020","12/31/9999","A","Y",2811
3929,"01/01/2020","12/31/9999","A","Y",2811
4449,"01/01/2020","12/31/9999","A","Y",2159
5072,"01/01/2020","12/31/9999","A","Y",2159
5600,"01/01/2020","12/31/9999","A","Y",3963
3458,"01/01/2020","12/31/9999","A","Y",3963
5600,"01/01/2020","12/31/9999","A","Y",3967
3233,"01/01/2020","12/31/9999","A","Y",3974
5588,"01/01/2020","12/31/9999","A","Y",4020
5168,"01/01/2020","12/31/9999","A","Y",4059
3478,"01/01/2020","12/31/9999","A","Y",4070
3266,"01/01/2020","12/31/9999","A","Y",4072
3266,"01/01/2020","12/31/9999","A","Y",4080
5168,"01/01/2020","12/31/9999","A","Y",4084
3266,"01/01/2020","12/31/9999","A","Y",4097
3656,"01/01/2020","12/31/9999","A","Y",4101
5588,"01/01/2020","12/31/9999","A","Y",4239
5600,"01/01/2020","12/31/9999","A","Y",4239
3458,"01/01/2020","12/31/9999","A","Y",4295
3323,"01/01/2020","12/31/9999","A","Y",5564
3322,"01/01/2020","12/31/9999","A","Y",5564
5600,"01/01/2020","12/31/9999","A","Y",4931
5600,"01/01/2020","12/31/9999","A","Y",4892
3458,"01/01/2020","12/31/9999","A","Y",4892
3458,"01/01/2020","12/31/9999","A","Y",5128
5588,"01/01/2020","12/31/9999","A","Y",4946
5600,"01/01/2020","12/31/9999","A","Y",4979
3458,"01/01/2020","12/31/9999","A","Y",4979
3458,"01/01/2020","12/31/9999","A","Y",5048
5600,"01/01/2020","12/31/9999","A","Y",5335
5589,"01/01/2020","12/31/9999","A","Y",6026
3322,"01/01/2020","12/31/9999","A","Y",6060
3323,"01/01/2020","12/31/9999","A","Y",6113
5588,"01/01/2020","12/31/9999","A","Y",6113
5589,"01/01/2020","12/31/9999","A","Y",6200
4197,"01/01/2020","12/31/9999","A","Y",6951
3323,"01/01/2020","12/31/9999","A","Y",5815
5424,"01/01/2020","12/31/9999","A","Y",5815
3323,"01/01/2020","12/31/9999","A","Y",5818
4197,"01/01/2020","12/31/9999","A","Y",6605
3494,"01/01/2020","12/31/9999","A","Y",9053
2675,"01/01/2020","12/31/9999","A","Y",8251
5132,"01/01/2020","12/31/9999","A","Y",9559
2851,"01/01/2020","12/31/9999","A","Y",8828
4769,"01/01/2020","12/31/9999","A","Y",9127
2851,"01/01/2020","12/31/9999","A","Y",9127
2676,"01/01/2020","12/31/9999","A","Y",9240
5425,"01/01/2020","12/31/9999","A","Y",10212
5425,"01/01/2020","12/31/9999","A","Y",10246
5425,"01/01/2020","12/31/9999","A","Y",10248
4256,"01/01/2020","12/31/9999","A","Y",10248
3656,"01/01/2020","12/31/9999","A","Y",9741
4256,"01/01/2020","12/31/9999","A","Y",10786
5425,"01/01/2020","12/31/9999","A","Y",10404
4256,"01/01/2020","12/31/9999","A","Y",10404
3233,"01/01/2020","12/31/9999","A","Y",12346
5133,"01/01/2020","12/31/9999","A","Y",12353
5600,"01/01/2020","12/31/9999","A","Y",12441
5590,"01/01/2020","12/31/9999","A","Y",14260
5600,"01/01/2020","12/31/9999","A","Y",12841
3323,"01/01/2020","12/31/9999","A","Y",12661
3322,"01/01/2020","12/31/9999","A","Y",12661
5590,"01/01/2020","12/31/9999","A","Y",14525
3542,"01/01/2020","12/31/9999","A","Y",14719
3233,"01/01/2020","12/31/9999","A","Y",14783
5168,"01/01/2020","12/31/9999","A","Y",14783
3929,"01/01/2020","12/31/9999","A","Y",14784
5432,"01/01/2020","12/31/9999","A","Y",14784
4449,"01/01/2020","12/31/9999","A","Y",14784
3266,"01/01/2020","12/31/9999","A","Y",14784
4256,"01/01/2020","12/31/9999","A","Y",21802
5432,"01/01/2020","12/31/9999","A","Y",26672
5600,"01/01/2020","12/31/9999","A","Y",26687
4694,"01/01/2020","12/31/9999","A","Y",26750
3323,"01/01/2020","12/31/9999","A","Y",27614
3477,"01/01/2020","12/31/9999","A","Y",24644
5071,"01/01/2020","12/31/9999","A","Y",24704
5072,"01/01/2020","12/31/9999","A","Y",24715
4592,"01/01/2020","12/31/9999","A","Y",24716
5010,"01/01/2020","12/31/9999","A","Y",25117
5072,"01/01/2020","12/31/9999","A","Y",25138
5432,"01/01/2020","12/31/9999","A","Y",24259
4789,"01/01/2020","12/31/9999","A","Y",24259
4668,"01/01/2020","12/31/9999","A","Y",24259
3928,"01/01/2020","12/31/9999","A","Y",24259
3929,"01/01/2020","12/31/9999","A","Y",24259
2851,"01/01/2020","12/31/9999","A","Y",24259
4667,"01/01/2020","12/31/9999","A","Y",24271
5072,"01/01/2020","12/31/9999","A","Y",24747
5590,"01/01/2020","12/31/9999","A","Y",14718
4668,"01/01/2020","12/31/9999","A","Y",23727
4668,"01/01/2020","12/31/9999","A","Y",23730
5600,"01/01/2020","12/31/9999","A","Y",13691
3928,"01/01/2020","12/31/9999","A","Y",13702
4694,"01/01/2020","12/31/9999","A","Y",13702
3458,"01/01/2020","12/31/9999","A","Y",14836
3542,"01/01/2020","12/31/9999","A","Y",22482
5424,"01/01/2020","12/31/9999","A","Y",10790
4667,"01/01/2020","12/31/9999","A","Y",12336
5588,"01/01/2020","12/31/9999","A","Y",12455
3322,"01/01/2020","12/31/9999","A","Y",28786
4669,"01/01/2020","12/31/9999","A","Y",28806
5588,"01/01/2020","12/31/9999","A","Y",19520
5071,"01/01/2020","12/31/9999","A","Y",19520
3619,"01/01/2020","12/31/9999","A","Y",27748
2676,"01/01/2020","12/31/9999","A","Y",28868
5071,"01/01/2020","12/31/9999","A","Y",19536
5425,"01/01/2020","12/31/9999","A","Y",19539
5133,"01/01/2020","12/31/9999","A","Y",27023
2851,"01/01/2020","12/31/9999","A","Y",24306
3477,"01/01/2020","12/31/9999","A","Y",24306
4668,"01/01/2020","12/31/9999","A","Y",24306
5072,"01/01/2020","12/31/9999","A","Y",24306
5511,"01/01/2020","12/31/9999","A","Y",2537
5010,"01/01/2020","12/31/9999","A","Y",24395
5010,"01/01/2020","12/31/9999","A","Y",24400
3542,"01/01/2020","12/31/9999","A","Y",24452
2676,"01/01/2020","12/31/9999","A","Y",24452
5590,"01/01/2020","12/31/9999","A","Y",24452
4667,"01/01/2020","12/31/9999","A","Y",24452
3497,"01/01/2020","12/31/9999","A","Y",24452
5072,"01/01/2020","12/31/9999","A","Y",24453
4667,"01/01/2020","12/31/9999","A","Y",24453
4449,"01/01/2020","12/31/9999","A","Y",5550
3496,"01/01/2020","12/31/9999","A","Y",13882
3494,"01/01/2020","12/31/9999","A","Y",13882
5132,"01/01/2020","12/31/9999","A","Y",13892
5010,"01/01/2020","12/31/9999","A","Y",13902
5600,"01/01/2020","12/31/9999","A","Y",13902
5432,"01/01/2020","12/31/9999","A","Y",22644
3542,"01/01/2020","12/31/9999","A","Y",22685
3542,"01/01/2020","12/31/9999","A","Y",22688
3233,"01/01/2020","12/31/9999","A","Y",22703
3233,"01/01/2020","12/31/9999","A","Y",22711
4669,"01/01/2020","12/31/9999","A","Y",29025
3322,"01/01/2020","12/31/9999","A","Y",26834
4379,"01/01/2020","12/31/9999","A","Y",26879
5588,"01/01/2020","12/31/9999","A","Y",28001
5588,"01/01/2020","12/31/9999","A","Y",28008
5010,"01/01/2020","12/31/9999","A","Y",29094
3477,"01/01/2020","12/31/9999","A","Y",29094
5600,"01/01/2020","12/31/9999","A","Y",20375
3458,"01/01/2020","12/31/9999","A","Y",20375
4592,"01/01/2020","12/31/9999","A","Y",27211
3323,"01/01/2020","12/31/9999","A","Y",27222
4667,"01/01/2020","12/31/9999","A","Y",27247
2851,"01/01/2020","12/31/9999","A","Y",24466
3478,"01/01/2020","12/31/9999","A","Y",24466
4668,"01/01/2020","12/31/9999","A","Y",24487
5051,"01/01/2020","12/31/9999","A","Y",24487
3495,"01/01/2020","12/31/9999","A","Y",24487
3495,"01/01/2020","12/31/9999","A","Y",24488
4693,"01/01/2020","12/31/9999","A","Y",24488
3458,"01/01/2020","12/31/9999","A","Y",24488
4592,"01/01/2020","12/31/9999","A","Y",24490
5071,"01/01/2020","12/31/9999","A","Y",24490
3458,"01/01/2020","12/31/9999","A","Y",24490
5051,"01/01/2020","12/31/9999","A","Y",27553
4667,"01/01/2020","12/31/9999","A","Y",27553
4592,"01/01/2020","12/31/9999","A","Y",24601
5424,"01/01/2020","12/31/9999","A","Y",26958
3146,"01/01/2020","12/31/9999","A","Y",24080
3542,"01/01/2020","12/31/9999","A","Y",14523
4694,"01/01/2020","12/31/9999","A","Y",14528
3496,"01/01/2020","12/31/9999","A","Y",32304
4789,"01/01/2020","12/31/9999","A","Y",29642
5051,"01/01/2020","12/31/9999","A","Y",29647
3656,"01/01/2020","12/31/9999","A","Y",29649
3495,"01/01/2020","12/31/9999","A","Y",29704
4592,"01/01/2020","12/31/9999","A","Y",19979
2676,"01/01/2020","12/31/9999","A","Y",19979
3323,"01/01/2020","12/31/9999","A","Y",19997
4592,"01/01/2020","12/31/9999","A","Y",32464
5010,"01/01/2020","12/31/9999","A","Y",32464
2676,"01/01/2020","12/31/9999","A","Y",32464
5588,"01/01/2020","12/31/9999","A","Y",4416
4449,"01/01/2020","12/31/9999","A","Y",4423
3458,"01/01/2020","12/31/9999","A","Y",4423
3927,"01/01/2020","12/31/9999","A","Y",10287
5424,"01/01/2020","12/31/9999","A","Y",10292
5424,"01/01/2020","12/31/9999","A","Y",10349
3323,"01/01/2020","12/31/9999","A","Y",2280
4449,"01/01/2020","12/31/9999","A","Y",5027
2675,"01/01/2020","12/31/9999","A","Y",5237
4789,"01/01/2020","12/31/9999","A","Y",17618
3496,"01/01/2020","12/31/9999","A","Y",29140
2676,"01/01/2020","12/31/9999","A","Y",29162
5133,"01/01/2020","12/31/9999","A","Y",29261
3496,"01/01/2020","12/31/9999","A","Y",17670
4789,"01/01/2020","12/31/9999","A","Y",17376
3233,"01/01/2020","12/31/9999","A","Y",31840
5133,"01/01/2020","12/31/9999","A","Y",31840
4449,"01/01/2020","12/31/9999","A","Y",11993
4449,"01/01/2020","12/31/9999","A","Y",16617
5590,"01/01/2020","12/31/9999","A","Y",16621
5010,"01/01/2020","12/31/9999","A","Y",32350
3496,"01/01/2020","12/31/9999","A","Y",32462
2851,"01/01/2020","12/31/9999","A","Y",32462
2750,"01/01/2020","12/31/9999","A","Y",16709
3322,"01/01/2020","12/31/9999","A","Y",16934
5600,"01/01/2020","12/31/9999","A","Y",16934
3497,"01/01/2020","12/31/9999","A","Y",16934
3323,"01/01/2020","12/31/9999","A","Y",15723
3477,"01/01/2020","12/31/9999","A","Y",23409
4667,"01/01/2020","12/31/9999","A","Y",23409
4667,"01/01/2020","12/31/9999","A","Y",23411
5051,"01/01/2020","12/31/9999","A","Y",23411
4592,"01/01/2020","12/31/9999","A","Y",23412
3478,"01/01/2020","12/31/9999","A","Y",23412
3477,"01/01/2020","12/31/9999","A","Y",23412
3929,"01/01/2020","12/31/9999","A","Y",23412
3322,"01/01/2020","12/31/9999","A","Y",23530
3542,"01/01/2020","12/31/9999","A","Y",31607
4769,"01/01/2020","12/31/9999","A","Y",28469
4789,"01/01/2020","12/31/9999","A","Y",15885
2751,"01/01/2020","12/31/9999","A","Y",15885
4693,"01/01/2020","12/31/9999","A","Y",15885
3495,"01/01/2020","12/31/9999","A","Y",15885
4592,"01/01/2020","12/31/9999","A","Y",31640
2676,"01/01/2020","12/31/9999","A","Y",31658
5051,"01/01/2020","12/31/9999","A","Y",31730
3929,"01/01/2020","12/31/9999","A","Y",31907
3495,"01/01/2020","12/31/9999","A","Y",31907
3458,"01/01/2020","12/31/9999","A","Y",31907
3542,"01/01/2020","12/31/9999","A","Y",31908
4769,"01/01/2020","12/31/9999","A","Y",31908
2676,"01/01/2020","12/31/9999","A","Y",31908
3323,"01/01/2020","12/31/9999","A","Y",16052
4655,"01/01/2020","12/31/9999","A","Y",11518
4449,"01/01/2020","12/31/9999","A","Y",20934
3322,"01/01/2020","12/31/9999","A","Y",23534
5590,"01/01/2020","12/31/9999","A","Y",32002
3323,"01/01/2020","12/31/9999","A","Y",27344
5425,"01/01/2020","12/31/9999","A","Y",32056
3458,"01/01/2020","12/31/9999","A","Y",32082
3929,"01/01/2020","12/31/9999","A","Y",20657
5133,"01/01/2020","12/31/9999","A","Y",11817
2851,"01/01/2020","12/31/9999","A","Y",17220
3322,"01/01/2020","12/31/9999","A","Y",17225
3495,"01/01/2020","12/31/9999","A","Y",17225
4694,"01/01/2020","12/31/9999","A","Y",23270
5051,"01/01/2020","12/31/9999","A","Y",23270
3542,"01/01/2020","12/31/9999","A","Y",23270
3233,"01/01/2020","12/31/9999","A","Y",17486
3495,"01/01/2020","12/31/9999","A","Y",17486
4769,"01/01/2020","12/31/9999","A","Y",17486
5132,"01/01/2020","12/31/9999","A","Y",17515
3458,"01/01/2020","12/31/9999","A","Y",31532
2676,"01/01/2020","12/31/9999","A","Y",31532
3478,"01/01/2020","12/31/9999","A","Y",31532
4769,"01/01/2020","12/31/9999","A","Y",17705
3477,"01/01/2020","12/31/9999","A","Y",17717
3656,"01/01/2020","12/31/9999","A","Y",17733
5133,"01/01/2020","12/31/9999","A","Y",22770
5600,"01/01/2020","12/31/9999","A","Y",27519
3233,"01/01/2020","12/31/9999","A","Y",31820
3496,"01/01/2020","12/31/9999","A","Y",33004
3494,"01/01/2020","12/31/9999","A","Y",33031
3494,"01/01/2020","12/31/9999","A","Y",33035
2751,"01/01/2020","12/31/9999","A","Y",22847
3323,"01/01/2020","12/31/9999","A","Y",22847
3542,"01/01/2020","12/31/9999","A","Y",22864
2751,"01/01/2020","12/31/9999","A","Y",22961
4592,"01/01/2020","12/31/9999","A","Y",24421
4667,"01/01/2020","12/31/9999","A","Y",24421
5168,"01/01/2020","12/31/9999","A","Y",24421
3495,"01/01/2020","12/31/9999","A","Y",24454
3496,"01/01/2020","12/31/9999","A","Y",24460
3322,"01/01/2020","12/31/9999","A","Y",24461
3478,"01/01/2020","12/31/9999","A","Y",24461
5010,"01/01/2020","12/31/9999","A","Y",32397
3495,"01/01/2020","12/31/9999","A","Y",32397
3494,"01/01/2020","12/31/9999","A","Y",32442
3495,"01/01/2020","12/31/9999","A","Y",23277
2751,"01/01/2020","12/31/9999","A","Y",23277
5071,"01/01/2020","12/31/9999","A","Y",23277
4655,"01/01/2020","12/31/9999","A","Y",32714
2751,"01/01/2020","12/31/9999","A","Y",32894
3927,"01/01/2020","12/31/9999","A","Y",32905
4592,"01/01/2020","12/31/9999","A","Y",24580
5168,"01/01/2020","12/31/9999","A","Y",32931
5071,"01/01/2020","12/31/9999","A","Y",24840
3495,"01/01/2020","12/31/9999","A","Y",28867
5071,"01/01/2020","12/31/9999","A","Y",28867
3322,"01/01/2020","12/31/9999","A","Y",26880
5072,"01/01/2020","12/31/9999","A","Y",30613
4379,"01/01/2020","12/31/9999","A","Y",16942
3117,"01/01/2020","12/31/9999","A","Y",32795
3233,"01/01/2020","12/31/9999","A","Y",19339
3322,"01/01/2020","12/31/9999","A","Y",19521
5600,"01/01/2020","12/31/9999","A","Y",19521
3458,"01/01/2020","12/31/9999","A","Y",19521
3928,"01/01/2020","12/31/9999","A","Y",19521
2851,"01/01/2020","12/31/9999","A","Y",19537
5146,"01/01/2020","12/31/9999","A","Y",21573
2751,"01/01/2020","12/31/9999","A","Y",32812
4667,"01/01/2020","12/31/9999","A","Y",32813
4655,"01/01/2020","12/31/9999","A","Y",32832
3477,"01/01/2020","12/31/9999","A","Y",24949
2676,"01/01/2020","12/31/9999","A","Y",24965
3458,"01/01/2020","12/31/9999","A","Y",24971
2676,"01/01/2020","12/31/9999","A","Y",24971
4667,"01/01/2020","12/31/9999","A","Y",24971
3146,"01/01/2020","12/31/9999","A","Y",24971
3496,"01/01/2020","12/31/9999","A","Y",24983
3495,"01/01/2020","12/31/9999","A","Y",24983
3233,"01/01/2020","12/31/9999","A","Y",29096
4256,"01/01/2020","12/31/9999","A","Y",29101
4769,"01/01/2020","12/31/9999","A","Y",26996
5424,"01/01/2020","12/31/9999","A","Y",10408
4264,"01/01/2020","12/31/9999","A","Y",10428
5133,"01/01/2020","12/31/9999","A","Y",29314
3322,"01/01/2020","12/31/9999","A","Y",30916
3619,"01/01/2020","12/31/9999","A","Y",30962
3494,"01/01/2020","12/31/9999","A","Y",32516
3233,"01/01/2020","12/31/9999","A","Y",32521
3322,"01/01/2020","12/31/9999","A","Y",25313
4769,"01/01/2020","12/31/9999","A","Y",32583
5600,"01/01/2020","12/31/9999","A","Y",32586
3929,"01/01/2020","12/31/9999","A","Y",32586
4264,"01/01/2020","12/31/9999","A","Y",32586
5168,"01/01/2020","12/31/9999","A","Y",32586
5600,"01/01/2020","12/31/9999","A","Y",27520
5600,"01/01/2020","12/31/9999","A","Y",16609
4669,"01/01/2020","12/31/9999","A","Y",16619
2851,"01/01/2020","12/31/9999","A","Y",16619
4669,"01/01/2020","12/31/9999","A","Y",31344
5168,"01/01/2020","12/31/9999","A","Y",31357
3266,"01/01/2020","12/31/9999","A","Y",31357
4789,"01/01/2020","12/31/9999","A","Y",31357
3494,"01/01/2020","12/31/9999","A","Y",31501
3495,"01/01/2020","12/31/9999","A","Y",25615
5071,"01/01/2020","12/31/9999","A","Y",29694
5010,"01/01/2020","12/31/9999","A","Y",24041
4789,"01/01/2020","12/31/9999","A","Y",29716
5588,"01/01/2020","12/31/9999","A","Y",29883
3477,"01/01/2020","12/31/9999","A","Y",20398
5072,"01/01/2020","12/31/9999","A","Y",27715
4667,"01/01/2020","12/31/9999","A","Y",27722
3720,"01/01/2020","12/31/9999","A","Y",31664
3233,"01/01/2020","12/31/9999","A","Y",22705
5168,"01/01/2020","12/31/9999","A","Y",17403
3478,"01/01/2020","12/31/9999","A","Y",17404
4449,"01/01/2020","12/31/9999","A","Y",26137
5432,"01/01/2020","12/31/9999","A","Y",26243
3497,"01/01/2020","12/31/9999","A","Y",26243
3233,"01/01/2020","12/31/9999","A","Y",30019
5133,"01/01/2020","12/31/9999","A","Y",30020
3233,"01/01/2020","12/31/9999","A","Y",22713
3495,"01/01/2020","12/31/9999","A","Y",28032
5424,"01/01/2020","12/31/9999","A","Y",17218
4789,"01/01/2020","12/31/9999","A","Y",24279
3495,"01/01/2020","12/31/9999","A","Y",31824
5133,"01/01/2020","12/31/9999","A","Y",31841
3323,"01/01/2020","12/31/9999","A","Y",31936
3322,"01/01/2020","12/31/9999","A","Y",31936
3927,"01/01/2020","12/31/9999","A","Y",32067
4769,"01/01/2020","12/31/9999","A","Y",22831
4379,"01/01/2020","12/31/9999","A","Y",9033
5132,"01/01/2020","12/31/9999","A","Y",9044
3266,"01/01/2020","12/31/9999","A","Y",9044
4668,"01/01/2020","12/31/9999","A","Y",29860
3458,"01/01/2020","12/31/9999","A","Y",29891
5072,"01/01/2020","12/31/9999","A","Y",29893
4021,"01/01/2020","12/31/9999","A","Y",30220
3478,"01/01/2020","12/31/9999","A","Y",30236
2751,"01/01/2020","12/31/9999","A","Y",30248
4693,"01/01/2020","12/31/9999","A","Y",30248
3322,"01/01/2020","12/31/9999","A","Y",26147
5590,"01/01/2020","12/31/9999","A","Y",26147
4449,"01/01/2020","12/31/9999","A","Y",30918
5589,"01/01/2020","12/31/9999","A","Y",6194
5588,"01/01/2020","12/31/9999","A","Y",21098
5133,"01/01/2020","12/31/9999","A","Y",28585
5600,"01/01/2020","12/31/9999","A","Y",28610
3322,"01/01/2020","12/31/9999","A","Y",28622
3322,"01/01/2020","12/31/9999","A","Y",28658
3496,"01/01/2020","12/31/9999","A","Y",32058
4693,"01/01/2020","12/31/9999","A","Y",32069
4655,"01/01/2020","12/31/9999","A","Y",32083
3494,"01/01/2020","12/31/9999","A","Y",9187
4449,"01/01/2020","12/31/9999","A","Y",31964
