Unnamed: 0,STORE_ID,GMV_FINISHED,STORE_TYPE
73,1923227400.0,8488.92,restaurant
74,160195210.0,1461.8100000000006,farmacia_sanborns
75,20000414.0,1838691.8208644872,petco
76,1306705969.0,2783023.2195205223,restaurant
77,990005220.0,240751.15,restaurant
78,10000618.0,539634.6299160604,restaurant
79,10000704.0,495020.45,restaurant
80,900000459.0,7081986.8999983985,ultraservicio
81,900000709.0,15198.0,restaurant
82,990006892.0,132243.15999999995,restaurant
83,1923212976.0,328393.46697,restaurant
84,1923200294.0,78945.42044999999,restaurant
85,990008213.0,78827.65,restaurant
86,1923231514.0,2142.27,soriana_express_noche
87,1923230958.0,19478.270000000004,restaurant
88,20000504.0,1101964.4048515768,petco
89,1306703449.0,206114.18,restaurant
90,1306713544.0,403436.33583786257,restaurant
91,1923235443.0,2279.77,restaurant
92,1923208884.0,27400.103,restaurant
93,1923214736.0,26292.26,calimax
94,1923225108.0,45187.38,restaurant
95,1923217364.0,141703.66999999998,restaurant
96,1923235718.0,310.0,restaurant
97,1923224990.0,65666.83000000003,restaurant
98,990004947.0,154262.60901440002,restaurant
99,700000705.0,1219006.733117075,ultraservicio
100,1923232175.0,4602.6,restaurant
101,1306707890.0,331625.9,costco
102,1923224159.0,64498.4,restaurant
103,1923221198.0,94678.05295,restaurant
104,1923219770.0,4120.6399999999985,heb_express_noche
105,990008589.0,193162.0535006,restaurant
106,1923220662.0,788.9300000000003,restaurant
107,942001867.0,11323.88,sally_eventos
108,942001015.0,34341.16,farmacias_guadalajara
109,943002066.0,1033.0,playstation_gc
110,990006141.0,549787.9328539739,restaurant
111,1923199858.0,61092.84000384,restaurant
112,1306715053.0,208724.79,restaurant
113,1923204405.0,27651.15,restaurant
114,1306720658.0,1545.0,coca_cola_7eleven
115,1306714401.0,306283.89496256,restaurant
116,1306705848.0,18668.0,restaurant
117,10000710.0,148025.91,restaurant
118,1923233647.0,34940.48,restaurant
119,1923209788.0,173997.16199999998,restaurant
120,1923208228.0,28045.03,restaurant
121,1923239052.0,2502.65,restaurant
122,990004909.0,89735.8,restaurant
123,1306711635.0,82417.02722427831,restaurant
124,1306706003.0,42455.0,restaurant
125,10001174.0,23991.2,restaurant
126,1306703730.0,175874.11,special_oxxo_express
127,1306704003.0,37235.39862708624,restaurant
128,990008508.0,543159.3445479901,farmacias_benavides
129,1306713149.0,32698.41,restaurant
130,1306713177.0,154549.86169259922,restaurant
131,1306701998.0,414409.2023529413,restaurant
132,990006342.0,27438.5,restaurant
133,160196311.0,222707.24273958307,superama
134,131601050.0,3312.75,paypal_tiendita
135,1923218390.0,47902.66000000001,restaurant
136,711000577.0,76801.84999999999,express
137,1306708732.0,74115.38,restaurant
138,1923200857.0,82115.79000000001,restaurant
139,712000313.0,26880.17,special_express
140,1306703952.0,121844.50009676555,restaurant
141,10000235.0,7718.0,restaurant
142,712004010.0,580999.91785756,711_super_dia
143,700000311.0,587747.96,ultraservicio
144,880000170.0,3102.13,oxxo_express
145,1923208876.0,53196.14835,restaurant
146,1923200416.0,32552.83201440001,restaurant
147,1923223313.0,21864.73,restaurant
148,1923230340.0,62380.87,restaurant
149,1306706271.0,37141.5000256,oxxo_express
150,1306709650.0,32957.48,farmaciabenavides_market
151,20000339.0,278992.9393475508,office_max
152,300000145.0,167844.49000669213,restaurant
153,990003718.0,195612.18500465003,restaurant
154,1923199784.0,78415.13,711_super_dia
155,160195558.0,4616.36,laroche_beauty
156,6660129.0,112197.36,farmacias_delahorro
157,943003778.0,6752.34,special_oxxo
158,1306716781.0,51318.87574587156,restaurant
159,1306702168.0,369324.0800016,restaurant
160,990003947.0,45752.85000000001,restaurant
161,1306706832.0,138700.89082737223,restaurant
162,1306716229.0,103119.81491358927,restaurant
163,1306705968.0,162983.75500160002,restaurant
164,1923222789.0,7494.73,restaurant
165,1306710584.0,111663.216,restaurant
166,990007461.0,277587.099998,restaurant
167,1923207456.0,79994.6667806889,restaurant
168,1220000129.0,2377.07,party_city
169,1923207162.0,146726.04000100002,restaurant
170,1923226845.0,166338.02,restaurant
171,942000006.0,307777.4600370412,sumesa_express
172,1923230322.0,12819.08,restaurant
173,160197861.0,45810.52999999999,europea_express
174,160197802.0,14627.149999999998,farmacias_guadalajara
175,1923210923.0,151222.639,restaurant
176,1923229708.0,49979.48000000001,restaurant
177,1306711172.0,19240.46,restaurant
178,1923225214.0,11025.41,restaurant
179,1923206710.0,128792.55201649999,restaurant
180,1923202772.0,22106.77,restaurant
181,1923226075.0,21226.69,restaurant
182,165000306.0,5192.54,laplaya_buenfin
183,990009014.0,37632.6800114,farmacias_benavides
184,179000757.0,15692.42,vapeate_navidad
185,1306716244.0,102551.95,restaurant
186,1923208814.0,35684.89105728158,restaurant
187,1923200092.0,6738.35000006,711_super_noche
188,880000000.0,39117.84,oxxo_express_shop
189,1923199671.0,23964.39,restaurant
190,1306701434.0,27693.25,restaurant
191,1923208734.0,10762.89,restaurant
192,1923210783.0,19529.0,restaurant
193,1306716013.0,20611.153500000004,restaurant
194,711009314.0,13182.32,711_super_noche
195,1306711067.0,75426.843,restaurant
196,1306714194.0,181117.4300081,restaurant
197,900000341.0,190810.04,restaurant
198,716773717.0,10476.8,special_oxxo
199,123456842.0,16026.71,office_max
200,1923199706.0,30411.438,restaurant
201,1306703795.0,116013.50000408,restaurant
202,71600203.0,20752.53,oxxo_express
203,942000962.0,734.9,office_max
204,1122100320.0,8202.3,superette
205,69218483.0,0.0,ultraservicio
206,1923217716.0,19864.71,restaurant
207,1306716939.0,3056.854463542609,711_super_noche
208,1923212861.0,19532.27,restaurant
209,1923204380.0,14642.77,restaurant
210,1923234766.0,2252.83,restaurant
211,990009041.0,9244.76,farmacias_benavides
212,174000500.0,17491.73,caja_rapida
213,1923226055.0,112574.93,restaurant
214,943002387.0,9993.729999999998,711_super_dia
215,1923234187.0,9544.08,restaurant
216,700000468.0,169165.45,ultraservicio
217,1923227574.0,8774.71,restaurant
218,1923213646.0,42070.17001,restaurant
219,942001527.0,13857.7,fragua_express
220,69215481.0,18134.0,ultraservicio
221,1923239090.0,544.2,restaurant
222,1923203587.0,27470.76,restaurant
223,1923221740.0,2338.0,restaurant
224,1923217654.0,14404.23,restaurant
225,1307100804.0,23968.69000000001,711_super_dia
226,1923226285.0,168.0,restaurant
227,880000611.0,6016.869999999999,oxxo_express
228,990007795.0,83306.0000008,restaurant
229,1306717218.0,22292.89,restaurant
230,20000398.0,39410.07,chilim_balam2
231,69213422.0,8629.0,ultraservicio
232,160198004.0,8173.5,superaki
233,1923239985.0,2721.09,restaurant
234,1923236115.0,329.0,restaurant
235,1923222934.0,30433.410000000003,restaurant
236,990007426.0,7777.080000000001,farmacia_chedraui
237,990008759.0,139177.96348815208,restaurant
238,1923200927.0,2274.0,restaurant
239,943003534.0,8485.849999999999,oxxo_express_shop
240,990003453.0,41668.0,restaurant
241,886382426.0,5713.79,oxxo_express_shop
242,1923207013.0,49893.590006,restaurant
243,900000677.0,3992.8,restaurant
244,1306705849.0,33161.003000180004,restaurant
245,10001171.0,27562.05,restaurant
246,990008240.0,2309.0,restaurant
247,1923214604.0,43992.44,restaurant
248,1306705529.0,21736.85,restaurant
249,1923209707.0,3732.0,restaurant
250,990004664.0,5845.82,special_express
251,1923223074.0,3871.53,restaurant
252,20000404.0,29675.52,chilim_balam2
253,1923211257.0,19172.0,restaurant
254,1923211170.0,13292.7,restaurant
255,990005183.0,3425.0,restaurant
256,713000154.0,13776.85,liquor
257,711006716.0,608.16,express
258,6661269.0,9717.490000000002,farmacias_delahorro
259,1306709460.0,133258.2043315508,sanpablo_market
260,1923218040.0,84646.87,restaurant
261,1306707236.0,82390.37,petco_market
262,1306719462.0,29673.04,restaurant
263,1923201943.0,2731.0,restaurant
264,1923205513.0,8424.0,restaurant
265,1923218012.0,41709.02,restaurant
266,1923213265.0,2436.0,restaurant
267,943003886.0,12025.06,rappi_pay
268,1923216620.0,15503.83,restaurant
269,1923217222.0,30626.9,restaurant
270,1923232415.0,19688.480000000003,farmacia_farmatodomarket
271,1923205270.0,7436.76,restaurant
272,1923227532.0,4030.72,heb_express_noche
273,1923211203.0,2405.0,restaurant
274,1923202843.0,5923.76,restaurant
275,1306710791.0,17535.8000084,restaurant
276,990004567.0,14013.8,special_express
277,1306715419.0,8620.0,restaurant
278,1306703260.0,642.0,photofolio
279,1306714375.0,18521.59,restaurant
280,1923229197.0,6937.81,restaurant
281,700000809.0,35804.5,ultraservicio
282,1923221977.0,2200.24,restaurant
283,1306714657.0,3452.4,restaurant
284,1923212037.0,37697.0,mercadazo
285,10000077.0,51838.0,restaurant
286,1306138547.0,43647.9,ultraservicio
287,1923226751.0,12926.489999999998,bathbody
288,1923215150.0,2397.26,restaurant
289,1306712976.0,124.0,restaurant
290,1923222812.0,3761.01,restaurant
291,942001436.0,17701.140000000007,fragua_market
292,1923237931.0,469.0,restaurant
293,1923200430.0,17032.54,restaurant
294,943003526.0,8486.109999999999,oxxo_express_shop
295,1923237918.0,2424.15,restaurant
296,1923239705.0,6327.980000000001,restaurant
297,160193702.0,4596.18,farmaciasbenavides_buenfin
298,10001261.0,1165.6,restaurant
299,1306719366.0,4530.6100000000015,restaurant
300,1923208465.0,1480.0,restaurant
301,20000020.0,544.0,maskota
302,1306702974.0,0.0,tiendita_soriana
303,10001225.0,15187.0,restaurant
304,1306702967.0,10170.0,restaurant
305,1923233679.0,711.0,restaurant
306,10001370.0,750.0,mc_promo
307,1923208017.0,13225.82,restaurant
308,69202533.0,1395.03,ultraservicio
309,719000219.0,309.33,sico_express
310,167000237.0,20896.640000000007,farmaciabenavides_market
311,69204927.0,2913.5,ultraservicio
312,1306719463.0,16728.02,restaurant
313,1923218939.0,990.0,restaurant
314,1923208652.0,34246.09555,restaurant
315,1923234161.0,2202.85,restaurant
316,1923219562.0,3383.24,restaurant
317,999000130.0,1867.87,sanofi
318,880000406.0,806.99,oxxo_express
319,138000010.0,12271.469999999998,ryc_home
320,1923202640.0,11402.58,restaurant
321,943001147.0,9206.0,zara_gc
322,69200391.0,1176.77,chedraui_expansion
323,1306138570.0,8367.5,ultraservicio
324,719000175.0,1224.32,sico_express
325,1306717984.0,3324.5,restaurant
326,943003752.0,614.63,express_noche
327,990002289.0,309470.57,ultraservicio
328,713006718.0,2040.28,liquor
329,1923229873.0,741.29,restaurant
330,943003469.0,2278.36,special_oxxo
331,900002354.0,5924.0,restaurant
332,1306720657.0,776.0,coca_cola_7eleven
333,69216436.0,21613.78,ultraservicio
334,1923233559.0,887.57,restaurant
335,1923239091.0,1048.0,restaurant
336,1923240682.0,817.13,chedraui_expansion
337,1220000130.0,8242.929999999997,party_city
338,69205080.0,1652.59,ultraservicio
339,1923228615.0,550.45,restaurant
340,1923230264.0,1040.0,restaurant
341,1923218341.0,938.0,restaurant
342,1923212290.0,11580.36,restaurant
343,1923212431.0,3822.8,restaurant
344,880001193.0,2800.26,oxxo_express_shop
345,1306701174.0,15445.0,restaurant
346,179000098.0,10009.39,oxxo_express_shop
347,69209790.0,4954.0,ultraservicio
348,1923231640.0,1059.2,restaurant
349,179000053.0,2970.44,maskota_market
350,1923230208.0,2825.0,restaurant
351,69210663.0,9311.5,ultraservicio
352,1923234335.0,938.0,restaurant
353,1923240923.0,593.25,soriana_liquor
354,1923227927.0,48.0,buystore_rappimall
355,1923221907.0,2405.07,restaurant
356,1923234872.0,220.45,novelty_corp
357,10000525.0,0.0,restaurant
358,1923216748.0,5078.0,restaurant
359,990004878.0,207.0,tienda_organica
360,1923218549.0,10352.0,restaurant
361,1923207824.0,1861.0,restaurant
362,1923238040.0,2368.05,sanborns_optica
363,1923218127.0,700.0,restaurant
364,1923230957.0,6762.52,restaurant
365,900000759.0,1313.0,restaurant
366,69217655.0,12330.0,ultraservicio
367,1923237075.0,35.0,farmaciabenavides_market_express
368,1306719495.0,8221.0,restaurant
369,1306708771.0,121820.0,clothes
370,179001129.0,6058.069999999999,chupatel
371,1306715240.0,1612.0,restaurant
372,20000065.0,986.0,electronics_mx
373,1306709965.0,12840.01,farmaciabenavides_market
374,880000702.0,2631.72,oxxo_express_shop
375,1306712790.0,457.0,restaurant
376,1923203752.0,15187.6,restaurant
377,1306702809.0,774.5,ultraservicio
378,1306706298.0,6649.0,restaurant
379,1923209365.0,4186.0,restaurant
380,943001423.0,2010.0,netflix_gc
381,880000918.0,3191.720000000001,oxxo_express
382,713000986.0,8170.4,liquor
383,1923233311.0,4885.65,restaurant
384,160197434.0,2431.7000000000007,sally_beauty
385,1923228263.0,0.0,restaurant
386,1923209740.0,2245.0,restaurant
387,1923204858.0,3509.0,restaurant
388,1923212133.0,3900.0,restaurant
389,1923212719.0,1885.0,restaurant
390,1923202350.0,20.0,restaurant
391,1923218056.0,1856.01,restaurant
392,69200611.0,5440.3,europea_cava_plus
393,69210183.0,5911.19,ultraservicio
394,1923231366.0,1912.48,restaurant
395,10000074.0,2358.0,restaurant
396,1923205134.0,4114.0,restaurant
397,1923229660.0,1150.08,restaurant
398,1306708825.0,63930.0,boletos_conciertos
399,943002418.0,1560.98,711_express_noche
400,1923235787.0,1872.7,restaurant
401,69200228.0,109.0,bamboo_buenfin
402,1306703377.0,4496.0,restaurant
403,69214694.0,3495.5,ultraservicio
404,1923208942.0,3328.0,restaurant
405,1923209010.0,27762.0,pmr_productions
406,1923233297.0,2978.0,restaurant
407,1923205739.0,2910.29,terra
408,1306714526.0,12114.0,restaurant
409,1306706757.0,0.0,restaurant
410,1306719198.0,1436.0,restaurant
411,10000476.0,6643.0,burger_day
412,1306710679.0,130.0,restaurant
413,69200842.0,2534.85,ultraservicio
414,69211115.0,6910.0,ultraservicio
415,71700035.0,2396.4700000000007,special_express
416,1306720690.0,67.5,coca_cola_7eleven
417,716347011.0,2442.0,special_oxxo
418,942000963.0,1212.01,office_max
419,943002610.0,1162.41,711_super_noche
420,165000223.0,6458.52,similares_market
421,711007279.0,0.0,special_express_noche
422,69204935.0,574.0,ultraservicio
423,72105039.0,0.0,special_oxxo
424,20000062.0,715.0,electronics_mx
425,160197491.0,1477.89,gnc
426,943001932.0,1435.0,google_gc
427,1923207807.0,636.0,restaurant
428,160193776.0,1087.0,juguetibici_buenfin
429,1923238865.0,1543.09,soriana_express
430,1923207235.0,975.81,restaurant
431,880000897.0,188.4,oxxo_express
432,943001738.0,8458.0,amazon_gc
433,880001397.0,0.0,oxxo_express
434,943003613.0,2482.4400000000005,special_oxxo_express
435,1910199234.0,1222.23,711_super_noche
436,1923207153.0,355.01,restaurant
437,1923209337.0,6174.0,restaurant
438,1923204369.0,424.0,restaurant
439,942002206.0,2837.8,gnc
440,1923212283.0,3214.04,buenfin_chedraui
441,1923201501.0,6299.0,restaurant
442,69205076.0,3412.0,ultraservicio
443,1923208426.0,2051.37,restaurant
444,69200329.0,3659.44,buenfin_costco
445,160195759.0,581.25,laroche_beauty
446,69217506.0,1482.5,ultraservicio
447,1923213095.0,1299.0,restaurant
448,10000446.0,492.0,taco_night
449,1923208380.0,2853.0,restaurant
450,990008938.0,3655.79,farmacias_benavides
451,999000212.0,153.5,sanofi
452,160197489.0,979.29,gnc
453,71800137.0,366.3,special_oxxo
454,1923209615.0,406.0,restaurant
455,179000529.0,278.0,erotika_buenfin
456,1923222463.0,38.0,restaurant
457,942000541.0,1346.18,oxxo_express_shop
458,1306703110.0,441.79,oxxo_express
459,72000611.0,0.0,liquor
460,1923205225.0,0.0,restaurant
461,1923215592.0,2218.92,greencorner_wellness
462,10000014.0,904.0,restaurant
463,1923241662.0,149.24,restaurant
464,1923210802.0,236.0,restaurant
465,1306714895.0,2688.2,restaurant
466,69206152.0,18795.0,ultraservicio
467,146000163.0,4072.89,benavides_formulas
468,1923234914.0,1260.76,restaurant
469,1923199944.0,367.0,restaurant
470,1923228415.0,3340.9,cocinandoxmexico
471,1923205366.0,0.0,restaurant
472,69218721.0,0.0,ultraservicio
473,160194369.0,122.0,sico_benavides
474,69214251.0,0.0,ultraservicio
475,1306719980.0,0.0,vichy_beauty
476,69212834.0,0.0,ultraservicio
477,1923228104.0,1133.0,restaurant
478,943001141.0,0.0,zara_gc
479,160196012.0,0.0,cerave_beauty
480,1306720637.0,332.5,coca_cola_7eleven
481,1923225809.0,52.0,restaurant
482,990004043.0,0.0,express_noche
483,1923214713.0,282.0,restaurant
484,69205170.0,1105.0,ultraservicio
485,174000457.0,0.0,petco_market
486,1923211971.0,31.0,restaurant
487,1923216642.0,1265.0,restaurant
488,719000264.0,121.53,sico_express
489,69210546.0,3194.0,ultraservicio
490,1923203666.0,391.0,restaurant
491,700000759.0,1138.5,ultraservicio
492,1923214534.0,59.0,restaurant
493,1306711227.0,2144.0,restaurant
494,1923237248.0,169.0,farmaciabenavides_market_express
495,810000176.0,227.0,restaurant
496,1923206491.0,0.0,restaurant
497,69211433.0,3599.99599976,ultraservicio
498,1306703189.0,100.0,oxxo_express
499,810000831.0,178.0,restaurant
500,990004224.0,0.0,europea_navidad
501,160196962.0,0.0,at_t
502,1923219255.0,523.0,restaurant
503,1923203469.0,146.0,restaurant
504,1923232694.0,3317.24,gnc
505,69209310.0,0.0,ultraservicio
506,1923206497.0,0.0,restaurant
507,1306704908.0,2363266.064038556,restaurant
508,990007944.0,312353.8620422535,restaurant
509,990008239.0,5232704.883012536,restaurant
510,990007466.0,634673.7503671634,restaurant
511,990004759.0,534027.8821031654,restaurant
512,990002491.0,1697448.4426556656,restaurant
513,1923222126.0,977140.239300912,restaurant
514,900000878.0,79519.58,express
515,71600210.0,89228.0,ultraservicio
516,1923216761.0,34556.99901631337,restaurant
517,1306703753.0,855468.17,restaurant
518,10000846.0,1235252.8697844842,restaurant
519,1306703585.0,1253065.2168188957,restaurant
520,20000063.0,7733.0,electronics_mx
521,1306706048.0,1185692.0596187895,restaurant
522,1306719628.0,299701.0311860305,restaurant
523,990008534.0,1258221.7611764814,farmacias_benavides
524,1306714938.0,279900.2612,restaurant
525,1923219906.0,74032.04,restaurant
526,1306720364.0,783818.8661755606,restaurant
527,1923227627.0,87203.01,farmacia_farmatodo
528,1923217898.0,195094.86,restaurant
529,1306716737.0,2388271.678826853,restaurant
530,990003566.0,207407.6100008,ultraservicio
531,1923203306.0,198971.39729185926,restaurant
532,1923205424.0,25976.86,restaurant
533,1306716474.0,298902.73000120005,restaurant
534,1923200610.0,1025898.870002755,restaurant
535,1923199814.0,280086.91672265896,711_express_dia
536,990005867.0,714475.4151116615,restaurant
537,1306716235.0,173611.53,restaurant
538,1306716558.0,332373.6329729729,restaurant
539,1923217020.0,118487.11,restaurant
540,1923219361.0,4873.78,restaurant
541,1923199783.0,353788.94560344826,711_express_dia
542,82100013.0,60763.16,special_oxxo_express
543,1923216650.0,1233622.5862933528,restaurant
544,1923202687.0,344358.44242727896,restaurant
545,300000245.0,4259103.717726626,vinoteca_liquor
546,1923225848.0,321163.55947368423,restaurant
547,1306701520.0,590477.9200081001,restaurant
548,943002549.0,10775.61,711_express_noche
549,160195159.0,466545.3029286591,farmacias_guadalajara
550,943003960.0,207711.76376681315,711_licores
551,990002539.0,3050662.5138875637,restaurant
552,72100003.0,1049172.8259529837,prissa_liquor
553,1923204685.0,4629.74,restaurant
554,1923228537.0,48655.46000000001,restaurant
555,167000068.0,706501.0563546333,farmacias_benavides
556,1923200290.0,352301.35946726135,restaurant
557,700000145.0,3603728.3585982285,ultraservicio
558,160197230.0,45561.97000000002,chedraui_express
559,1306716265.0,323957.3509274809,restaurant
560,1923214849.0,64740.87999999999,restaurant
561,1306712404.0,128897.07599999994,restaurant
562,1306703755.0,425982.3999999999,restaurant
563,1923224116.0,32123.83,restaurant
564,1923199663.0,80071.05,restaurant
565,1923222754.0,83828.75,restaurant
566,1923238430.0,5421.65,restaurant
567,1306710102.0,132323.29001199998,restaurant
568,1306704118.0,589297.6343920714,restaurant
569,1306717512.0,40388.78,restaurant
570,1923229893.0,3492.97,restaurant
571,1923228140.0,15029.139999999998,restaurant
572,900002329.0,490045.673424144,restaurant
573,1306701621.0,917969.7521809674,restaurant
574,1306707966.0,493356.9181003301,711_licores
575,1306702034.0,1158427.8017955574,soriana
576,1306716711.0,976622.4821993449,restaurant
577,1306705447.0,95565.165024,restaurant
578,990008970.0,578399.6425,farmacias_benavides
579,1923222767.0,77084.61,restaurant
580,1306706318.0,64996.872622578936,711_express_noche
581,711007266.0,702.0,special_express_noche
582,711009349.0,240761.91203,711_express_dia
583,1923232662.0,17901.74,restaurant
584,1306717532.0,711769.8649864141,restaurant
585,1923220108.0,43605.98,restaurant
586,1306717923.0,62585.843859672,restaurant
587,160194873.0,11849.340000000002,soriana_expansion_noche
588,1923236100.0,5391.5,restaurant
589,1923211821.0,99777.45,restaurant
590,990005574.0,309969.1050447025,restaurant
591,1923217700.0,3655.47,restaurant
592,1923222677.0,20340.89,restaurant
593,1306708628.0,123903.54,restaurant
594,1923228774.0,910.75,restaurant
595,1306719443.0,13409.07,restaurant
596,711009344.0,56711.68248003374,711_express_noche
597,1923228410.0,7706.88,restaurant
598,1923238674.0,467.0,restaurant
599,1923224983.0,216644.57076190482,restaurant
600,1923214292.0,290008.4,restaurant
601,1306716520.0,79743.70999999999,restaurant
602,1923229104.0,43670.29,restaurant
603,71600215.0,98873.9800048,ultraservicio
604,1923240085.0,2653.7200000000007,restaurant
605,990003687.0,1230759.0642345278,restaurant
606,1306707100.0,394017.3100509356,san_pablo
607,1923225621.0,1827.93,restaurant
608,990005659.0,731814.6689803166,restaurant
609,1306714862.0,514977.8001050533,restaurant
610,712002307.0,3099426.2625805736,711_super_dia
611,880001007.0,8319.539999999999,oxxo_express
612,139123504.0,20253.17,farmacias_similares
613,700000031.0,1123966.5776666666,ultraservicio
614,990003950.0,70485.11,restaurant
615,1923218274.0,18927.85,restaurant
616,1923226210.0,126417.8,restaurant
617,1923208707.0,84079.05,restaurant
618,1923238108.0,4434.55,restaurant
619,990002042.0,333954.97000000003,special_liquor
620,10000945.0,700.0,restaurant
621,900000914.0,78885.35999999999,express
622,1306706261.0,135012.3084921639,prissa_special
623,10001309.0,58081.49000000001,restaurant
624,900001942.0,15334.5,restaurant
625,1923206597.0,21613.07,restaurant
626,990003327.0,86753.51999999999,restaurant
627,900000365.0,76607.83,restaurant
628,1306710676.0,97466.7992,restaurant
629,1306701976.0,242384.45129908,restaurant
630,1306706868.0,490509.6049953376,restaurant
631,1306701090.0,207700.62378434546,restaurant
632,1923206728.0,839254.7689683479,restaurant
633,900001382.0,98429.5,restaurant
634,990003856.0,462994.1,restaurant
635,1923201330.0,64103.78426,restaurant
636,20000079.0,3963.64,Sampling
637,990005309.0,51667.8,restaurant
638,990003313.0,26863.1,restaurant
639,713000915.0,42950.45,special_oxxo
640,1306713438.0,61745.8368,restaurant
641,1306704839.0,17555.0,restaurant
642,900000893.0,43992.63,express
643,1306716822.0,85903.79391419463,restaurant
644,1306702662.0,4215.5,ultraservicio
645,1306713458.0,37513.99861003868,restaurant
646,20000048.0,9111.92,restaurant
647,990005810.0,117826.992,restaurant
648,1307711103.0,9795.8,711_super_noche
649,712000650.0,113515.46003465002,special_express
650,1923218171.0,255967.99000000005,restaurant
651,1306720396.0,80526.83629999997,restaurant
652,1923219651.0,1253.25,restaurant
653,1923213285.0,17000.3100045,restaurant
654,990005446.0,613.0,restaurant
655,1306709469.0,148554.4793415033,sanpablo_market
656,1306712999.0,14966.000004499998,restaurant
657,1923202207.0,74299.530063,restaurant
658,1923203182.0,15648.44,restaurant
659,1306715617.0,105640.396,restaurant
660,1923214076.0,87196.0036,restaurant
661,700000015.0,174904.6300645,ultraservicio
662,10000961.0,3842.0,food_fest
663,1306720177.0,11345.0,restaurant
664,69205285.0,95987.2,ultraservicio
665,700000496.0,134246.41,ultraservicio
666,1923221782.0,209399.89318742984,restaurant
667,160194855.0,75245.105,soriana_liquor
668,1306717436.0,112972.84998591547,restaurant
669,1923217718.0,6290.629999999999,restaurant
670,1923202283.0,6704.38,restaurant
671,1923225167.0,24052.15,restaurant
672,1923229628.0,6785.940000000001,restaurant
673,1306711973.0,133159.97,restaurant
674,1923228365.0,16126.1,restaurant
675,1306720119.0,36529.0300217,restaurant
676,1923231214.0,30624.11,restaurant
677,1306716904.0,59111.31005199999,restaurant
678,1923233244.0,20541.270000000004,restaurant
679,1923233552.0,17306.42,restaurant
680,1923223078.0,48820.51,restaurant
681,990002916.0,96733.06420296793,restaurant
682,900001310.0,247412.86,restaurant
683,713001554.0,183738.7881136475,711_licores
684,1306704008.0,30022.000009,restaurant
685,1306709490.0,365596.0312928017,sanpablo_market
686,1306709439.0,37007.0,restaurant
687,1306710051.0,13156.37,farmaciabenavides_market
