"ENTITY_ID","PROD_DTL_ID","SOURCE_ENTITY_ID","START_DATE","END_DATE","STATUS"
6852,2793,,"07/29/2020","12/31/9999","A"
6852,8096,,"07/29/2020","12/31/9999","A"
6852,32446,,"07/29/2020","12/31/9999","A"
6852,5818,,"07/29/2020","12/31/9999","A"
6852,11506,,"07/29/2020","12/31/9999","A"
6852,12834,,"07/29/2020","12/31/9999","A"
6852,11505,,"07/29/2020","12/31/9999","A"
6852,32444,,"07/29/2020","12/31/9999","A"
6852,2785,,"07/29/2020","12/31/9999","A"
6852,32442,,"07/29/2020","12/31/9999","A"
6852,2784,,"07/29/2020","12/31/9999","A"
6852,12838,,"07/29/2020","12/31/9999","A"
6852,12839,,"07/29/2020","12/31/9999","A"
6852,5812,,"07/29/2020","12/31/9999","A"
6852,11502,,"07/29/2020","12/31/9999","A"
6852,5815,,"07/29/2020","12/31/9999","A"
6852,40058,,"07/29/2020","12/31/9999","A"
6852,24821,,"07/29/2020","12/31/9999","A"
6852,2799,,"07/29/2020","12/31/9999","A"
6852,31104,,"07/29/2020","12/31/9999","A"
6852,11518,,"07/29/2020","12/31/9999","A"
6852,27091,,"07/29/2020","12/31/9999","A"
6852,5825,,"07/29/2020","12/31/9999","A"
6852,12841,,"07/29/2020","12/31/9999","A"
6852,27092,,"07/29/2020","12/31/9999","A"
6852,31108,,"07/29/2020","12/31/9999","A"
6852,5826,,"07/29/2020","12/31/9999","A"
6852,21763,,"07/29/2020","12/31/9999","A"
6852,20431,,"07/29/2020","12/31/9999","A"
6852,12809,,"07/29/2020","12/31/9999","A"
6852,32421,,"07/29/2020","12/31/9999","A"
6852,28395,,"07/29/2020","12/31/9999","A"
6852,27067,,"07/29/2020","12/31/9999","A"
6852,32429,,"07/29/2020","12/31/9999","A"
6852,27061,,"07/29/2020","12/31/9999","A"
6852,28392,,"07/29/2020","12/31/9999","A"
6852,28393,,"07/29/2020","12/31/9999","A"
6852,24803,,"07/29/2020","12/31/9999","A"
6852,24802,,"07/29/2020","12/31/9999","A"
6852,20446,,"07/29/2020","12/31/9999","A"
6852,5842,,"07/29/2020","12/31/9999","A"
6852,5845,,"07/29/2020","12/31/9999","A"
6852,27049,,"07/29/2020","12/31/9999","A"
6852,20421,,"07/29/2020","12/31/9999","A"
6852,20420,,"07/29/2020","12/31/9999","A"
6852,20429,,"07/29/2020","12/31/9999","A"
6852,20428,,"07/29/2020","12/31/9999","A"
6852,12803,,"07/29/2020","12/31/9999","A"
6852,27054,,"07/29/2020","12/31/9999","A"
6852,27055,,"07/29/2020","12/31/9999","A"
6852,27052,,"07/29/2020","12/31/9999","A"
6852,12802,,"07/29/2020","12/31/9999","A"
6852,30691,,"07/29/2020","12/31/9999","A"
6852,12805,,"07/29/2020","12/31/9999","A"
6852,27056,,"07/29/2020","12/31/9999","A"
6852,30693,,"07/29/2020","12/31/9999","A"
6852,27057,,"07/29/2020","12/31/9999","A"
6852,30692,,"07/29/2020","12/31/9999","A"
6852,5865,,"07/29/2020","12/31/9999","A"
6852,27050,,"07/29/2020","12/31/9999","A"
6852,27051,,"07/29/2020","12/31/9999","A"
6852,21720,,"07/29/2020","12/31/9999","A"
6852,27027,,"07/29/2020","12/31/9999","A"
6852,8908,,"07/29/2020","12/31/9999","A"
6852,30680,,"07/29/2020","12/31/9999","A"
6852,27026,,"07/29/2020","12/31/9999","A"
6852,27023,,"07/29/2020","12/31/9999","A"
6852,21719,,"07/29/2020","12/31/9999","A"
6852,27024,,"07/29/2020","12/31/9999","A"
6852,30681,,"07/29/2020","12/31/9999","A"
6852,30673,,"07/29/2020","12/31/9999","A"
6852,29694,,"07/29/2020","12/31/9999","A"
6852,30672,,"07/29/2020","12/31/9999","A"
6852,30674,,"07/29/2020","12/31/9999","A"
6852,29696,,"07/29/2020","12/31/9999","A"
6852,19416,,"07/29/2020","12/31/9999","A"
6852,30677,,"07/29/2020","12/31/9999","A"
6852,24097,,"07/29/2020","12/31/9999","A"
6852,30780,,"07/29/2020","12/31/9999","A"
6852,19508,,"07/29/2020","12/31/9999","A"
6852,19506,,"07/29/2020","12/31/9999","A"
6852,24091,,"07/29/2020","12/31/9999","A"
6852,36071,,"07/29/2020","12/31/9999","A"
6852,9598,,"07/29/2020","12/31/9999","A"
6852,36070,,"07/29/2020","12/31/9999","A"
6852,8264,,"07/29/2020","12/31/9999","A"
6852,19512,,"07/29/2020","12/31/9999","A"
6852,27139,,"07/29/2020","12/31/9999","A"
6852,36079,,"07/29/2020","12/31/9999","A"
6852,36077,,"07/29/2020","12/31/9999","A"
6852,28469,,"07/29/2020","12/31/9999","A"
6852,36076,,"07/29/2020","12/31/9999","A"
6852,36074,,"07/29/2020","12/31/9999","A"
6852,28460,,"07/29/2020","12/31/9999","A"
6852,28461,,"07/29/2020","12/31/9999","A"
6852,30779,,"07/29/2020","12/31/9999","A"
6852,19515,,"07/29/2020","12/31/9999","A"
6852,30776,,"07/29/2020","12/31/9999","A"
6852,30778,,"07/29/2020","12/31/9999","A"
6852,27106,,"07/29/2020","12/31/9999","A"
6852,28438,,"07/29/2020","12/31/9999","A"
6852,21804,,"07/29/2020","12/31/9999","A"
6852,21803,,"07/29/2020","12/31/9999","A"
6852,28436,,"07/29/2020","12/31/9999","A"
6852,21802,,"07/29/2020","12/31/9999","A"
6852,28439,,"07/29/2020","12/31/9999","A"
6852,24071,,"07/29/2020","12/31/9999","A"
6852,24072,,"07/29/2020","12/31/9999","A"
6852,27100,,"07/29/2020","12/31/9999","A"
6852,24078,,"07/29/2020","12/31/9999","A"
6852,24070,,"07/29/2020","12/31/9999","A"
6852,8288,,"07/29/2020","12/31/9999","A"
6852,17795,,"07/29/2020","12/31/9999","A"
6852,16463,,"07/29/2020","12/31/9999","A"
6852,29777,,"07/29/2020","12/31/9999","A"
6852,21813,,"07/29/2020","12/31/9999","A"
6852,36053,,"07/29/2020","12/31/9999","A"
6852,36052,,"07/29/2020","12/31/9999","A"
6852,24083,,"07/29/2020","12/31/9999","A"
6852,24084,,"07/29/2020","12/31/9999","A"
6852,29776,,"07/29/2020","12/31/9999","A"
6852,24087,,"07/29/2020","12/31/9999","A"
6852,29773,,"07/29/2020","12/31/9999","A"
6852,24080,,"07/29/2020","12/31/9999","A"
6852,36046,,"07/29/2020","12/31/9999","A"
6852,36045,,"07/29/2020","12/31/9999","A"
6852,29745,,"07/29/2020","12/31/9999","A"
6852,36044,,"07/29/2020","12/31/9999","A"
6852,29744,,"07/29/2020","12/31/9999","A"
6852,36043,,"07/29/2020","12/31/9999","A"
6852,36040,,"07/29/2020","12/31/9999","A"
6852,24050,,"07/29/2020","12/31/9999","A"
6852,25385,,"07/29/2020","12/31/9999","A"
6852,29743,,"07/29/2020","12/31/9999","A"
6852,29742,,"07/29/2020","12/31/9999","A"
6852,25387,,"07/29/2020","12/31/9999","A"
6852,29741,,"07/29/2020","12/31/9999","A"
6852,36048,,"07/29/2020","12/31/9999","A"
6852,25386,,"07/29/2020","12/31/9999","A"
6852,29740,,"07/29/2020","12/31/9999","A"
6852,15109,,"07/29/2020","12/31/9999","A"
6852,28426,,"07/29/2020","12/31/9999","A"
6852,28425,,"07/29/2020","12/31/9999","A"
6852,28423,,"07/29/2020","12/31/9999","A"
6852,17778,,"07/29/2020","12/31/9999","A"
6852,25367,,"07/29/2020","12/31/9999","A"
6852,24036,,"07/29/2020","12/31/9999","A"
6852,25366,,"07/29/2020","12/31/9999","A"
6852,29724,,"07/29/2020","12/31/9999","A"
6852,24038,,"07/29/2020","12/31/9999","A"
6852,25365,,"07/29/2020","12/31/9999","A"
6852,24034,,"07/29/2020","12/31/9999","A"
6852,25364,,"07/29/2020","12/31/9999","A"
6852,16414,,"07/29/2020","12/31/9999","A"
6852,38688,,"07/29/2020","12/31/9999","A"
6852,25378,,"07/29/2020","12/31/9999","A"
6852,29739,,"07/29/2020","12/31/9999","A"
6852,24040,,"07/29/2020","12/31/9999","A"
6852,24041,,"07/29/2020","12/31/9999","A"
6852,25371,,"07/29/2020","12/31/9999","A"
6852,25374,,"07/29/2020","12/31/9999","A"
6852,30713,,"07/29/2020","12/31/9999","A"
6852,4713,,"07/29/2020","12/31/9999","A"
6852,23724,,"07/29/2020","12/31/9999","A"
6852,23727,,"07/29/2020","12/31/9999","A"
6852,23729,,"07/29/2020","12/31/9999","A"
6852,29029,,"07/29/2020","12/31/9999","A"
6852,30024,,"07/29/2020","12/31/9999","A"
6852,30023,,"07/29/2020","12/31/9999","A"
6852,31354,,"07/29/2020","12/31/9999","A"
6852,10417,,"07/29/2020","12/31/9999","A"
6852,31357,,"07/29/2020","12/31/9999","A"
6852,30020,,"07/29/2020","12/31/9999","A"
6852,30022,,"07/29/2020","12/31/9999","A"
6852,31353,,"07/29/2020","12/31/9999","A"
6852,29025,,"07/29/2020","12/31/9999","A"
6852,30021,,"07/29/2020","12/31/9999","A"
6852,10411,,"07/29/2020","12/31/9999","A"
6852,31359,,"07/29/2020","12/31/9999","A"
6852,31358,,"07/29/2020","12/31/9999","A"
6852,32689,,"07/29/2020","12/31/9999","A"
6852,23735,,"07/29/2020","12/31/9999","A"
6852,23736,,"07/29/2020","12/31/9999","A"
6852,23738,,"07/29/2020","12/31/9999","A"
6852,17050,,"07/29/2020","12/31/9999","A"
6852,23730,,"07/29/2020","12/31/9999","A"
6852,23731,,"07/29/2020","12/31/9999","A"
6852,23733,,"07/29/2020","12/31/9999","A"
6852,30013,,"07/29/2020","12/31/9999","A"
6852,31344,,"07/29/2020","12/31/9999","A"
6852,32676,,"07/29/2020","12/31/9999","A"
6852,10428,,"07/29/2020","12/31/9999","A"
6852,31346,,"07/29/2020","12/31/9999","A"
6852,31345,,"07/29/2020","12/31/9999","A"
6852,32675,,"07/29/2020","12/31/9999","A"
6852,29037,,"07/29/2020","12/31/9999","A"
6853,19812,,"07/29/2020","12/31/9999","A"
6853,19811,,"07/29/2020","12/31/9999","A"
6853,22759,,"07/29/2020","12/31/9999","A"
6853,19100,,"07/29/2020","12/31/9999","A"
6853,9061,,"07/29/2020","12/31/9999","A"
6853,22752,,"07/29/2020","12/31/9999","A"
6853,22753,,"07/29/2020","12/31/9999","A"
6853,30388,,"07/29/2020","12/31/9999","A"
6853,13809,,"07/29/2020","12/31/9999","A"
6853,13806,,"07/29/2020","12/31/9999","A"
6853,20104,,"07/29/2020","12/31/9999","A"
6853,22767,,"07/29/2020","12/31/9999","A"
6853,20103,,"07/29/2020","12/31/9999","A"
6853,22768,,"07/29/2020","12/31/9999","A"
6853,22769,,"07/29/2020","12/31/9999","A"
6853,22760,,"07/29/2020","12/31/9999","A"
6853,22761,,"07/29/2020","12/31/9999","A"
6853,22763,,"07/29/2020","12/31/9999","A"
6853,22764,,"07/29/2020","12/31/9999","A"
6853,20105,,"07/29/2020","12/31/9999","A"
6853,22766,,"07/29/2020","12/31/9999","A"
6853,28066,,"07/29/2020","12/31/9999","A"
6853,30376,,"07/29/2020","12/31/9999","A"
6853,30377,,"07/29/2020","12/31/9999","A"
6853,28068,,"07/29/2020","12/31/9999","A"
6853,30374,,"07/29/2020","12/31/9999","A"
6853,30373,,"07/29/2020","12/31/9999","A"
6853,10786,,"07/29/2020","12/31/9999","A"
6853,17387,,"07/29/2020","12/31/9999","A"
6853,21401,,"07/29/2020","12/31/9999","A"
6853,16053,,"07/29/2020","12/31/9999","A"
6853,16052,,"07/29/2020","12/31/9999","A"
6853,16058,,"07/29/2020","12/31/9999","A"
6853,17386,,"07/29/2020","12/31/9999","A"
6853,17381,,"07/29/2020","12/31/9999","A"
6853,31690,,"07/29/2020","12/31/9999","A"
6853,16051,,"07/29/2020","12/31/9999","A"
6853,22730,,"07/29/2020","12/31/9999","A"
6853,29364,,"07/29/2020","12/31/9999","A"
6853,31695,,"07/29/2020","12/31/9999","A"
6853,28032,,"07/29/2020","12/31/9999","A"
6853,6801,,"07/29/2020","12/31/9999","A"
6853,17394,,"07/29/2020","12/31/9999","A"
6853,41008,,"07/29/2020","12/31/9999","A"
6853,17391,,"07/29/2020","12/31/9999","A"
6853,41007,,"07/29/2020","12/31/9999","A"
6853,17392,,"07/29/2020","12/31/9999","A"
6853,17393,,"07/29/2020","12/31/9999","A"
6853,41009,,"07/29/2020","12/31/9999","A"
6853,31685,,"07/29/2020","12/31/9999","A"
6853,28045,,"07/29/2020","12/31/9999","A"
6853,31684,,"07/29/2020","12/31/9999","A"
6853,31683,,"07/29/2020","12/31/9999","A"
6853,30357,,"07/29/2020","12/31/9999","A"
6853,22712,,"07/29/2020","12/31/9999","A"
6853,22713,,"07/29/2020","12/31/9999","A"
6853,22714,,"07/29/2020","12/31/9999","A"
6853,22718,,"07/29/2020","12/31/9999","A"
6853,16034,,"07/29/2020","12/31/9999","A"
6853,17364,,"07/29/2020","12/31/9999","A"
6853,17360,,"07/29/2020","12/31/9999","A"
6853,22711,,"07/29/2020","12/31/9999","A"
6853,28010,,"07/29/2020","12/31/9999","A"
6853,22709,,"07/29/2020","12/31/9999","A"
6853,30346,,"07/29/2020","12/31/9999","A"
6853,17376,,"07/29/2020","12/31/9999","A"
6853,38294,,"07/29/2020","12/31/9999","A"
6853,38295,,"07/29/2020","12/31/9999","A"
6853,17378,,"07/29/2020","12/31/9999","A"
6853,38296,,"07/29/2020","12/31/9999","A"
6853,38297,,"07/29/2020","12/31/9999","A"
6853,17372,,"07/29/2020","12/31/9999","A"
6853,38298,,"07/29/2020","12/31/9999","A"
6853,17373,,"07/29/2020","12/31/9999","A"
6853,38299,,"07/29/2020","12/31/9999","A"
6853,17370,,"07/29/2020","12/31/9999","A"
6853,29359,,"07/29/2020","12/31/9999","A"
6853,38290,,"07/29/2020","12/31/9999","A"
6853,38291,,"07/29/2020","12/31/9999","A"
6853,38292,,"07/29/2020","12/31/9999","A"
6853,38293,,"07/29/2020","12/31/9999","A"
6853,28022,,"07/29/2020","12/31/9999","A"
6853,31662,,"07/29/2020","12/31/9999","A"
6853,31665,,"07/29/2020","12/31/9999","A"
6853,31664,,"07/29/2020","12/31/9999","A"
6853,31660,,"07/29/2020","12/31/9999","A"
6853,32999,,"07/29/2020","12/31/9999","A"
6853,31666,,"07/29/2020","12/31/9999","A"
6853,6837,,"07/29/2020","12/31/9999","A"
6853,32998,,"07/29/2020","12/31/9999","A"
6853,17343,,"07/29/2020","12/31/9999","A"
6853,20994,,"07/29/2020","12/31/9999","A"
6853,38284,,"07/29/2020","12/31/9999","A"
6853,38285,,"07/29/2020","12/31/9999","A"
6853,17346,,"07/29/2020","12/31/9999","A"
6853,20992,,"07/29/2020","12/31/9999","A"
6853,38287,,"07/29/2020","12/31/9999","A"
6853,38289,,"07/29/2020","12/31/9999","A"
6853,2491,,"07/29/2020","12/31/9999","A"
6853,38282,,"07/29/2020","12/31/9999","A"
6853,5519,,"07/29/2020","12/31/9999","A"
6853,26293,,"07/29/2020","12/31/9999","A"
6853,26296,,"07/29/2020","12/31/9999","A"
6853,26295,,"07/29/2020","12/31/9999","A"
6853,2489,,"07/29/2020","12/31/9999","A"
6853,2488,,"07/29/2020","12/31/9999","A"
6853,2487,,"07/29/2020","12/31/9999","A"
6853,5511,,"07/29/2020","12/31/9999","A"
6853,5513,,"07/29/2020","12/31/9999","A"
6853,26290,,"07/29/2020","12/31/9999","A"
6853,26292,,"07/29/2020","12/31/9999","A"
6853,31658,,"07/29/2020","12/31/9999","A"
6853,26291,,"07/29/2020","12/31/9999","A"
6853,22701,,"07/29/2020","12/31/9999","A"
6853,22702,,"07/29/2020","12/31/9999","A"
6853,17356,,"07/29/2020","12/31/9999","A"
6853,22703,,"07/29/2020","12/31/9999","A"
6853,40591,,"07/29/2020","12/31/9999","A"
6853,22704,,"07/29/2020","12/31/9999","A"
6813,31577,,"07/29/2020","12/31/9999","A"
6813,2324,,"07/29/2020","12/31/9999","A"
6813,29247,,"07/29/2020","12/31/9999","A"
6813,2321,,"07/29/2020","12/31/9999","A"
6813,4983,,"07/29/2020","12/31/9999","A"
6813,11962,,"07/29/2020","08/03/2020","A"
6813,30248,,"07/29/2020","12/31/9999","A"
6813,30249,,"07/29/2020","12/31/9999","A"
6813,17274,,"07/29/2020","12/31/9999","A"
6813,32896,,"07/29/2020","12/31/9999","A"
6813,35922,,"07/29/2020","12/31/9999","A"
6813,31563,,"07/29/2020","12/31/9999","A"
6813,32897,,"07/29/2020","12/31/9999","A"
6813,35921,,"07/29/2020","12/31/9999","A"
6813,30235,,"07/29/2020","12/31/9999","A"
6813,32894,,"07/29/2020","12/31/9999","A"
6813,2336,,"07/29/2020","12/31/9999","A"
6813,32895,,"07/29/2020","12/31/9999","A"
6813,32893,,"07/29/2020","12/31/9999","A"
6813,11970,,"07/29/2020","12/31/9999","A"
6813,30236,,"07/29/2020","12/31/9999","A"
6813,11975,,"07/29/2020","12/31/9999","A"
6813,32898,,"07/29/2020","12/31/9999","A"
6813,32899,,"07/29/2020","12/31/9999","A"
6813,17245,,"07/29/2020","12/31/9999","A"
6813,17240,,"07/29/2020","12/31/9999","A"
6813,20892,,"07/29/2020","12/31/9999","A"
6813,18572,,"07/29/2020","12/31/9999","A"
6813,20891,,"07/29/2020","12/31/9999","A"
6813,35909,,"07/29/2020","12/31/9999","A"
6813,2353,,"07/29/2020","12/31/9999","A"
6813,2352,,"07/29/2020","12/31/9999","A"
6813,2351,,"07/29/2020","12/31/9999","A"
6813,29228,,"07/29/2020","12/31/9999","A"
6813,29227,,"07/29/2020","12/31/9999","A"
6813,26195,,"07/29/2020","12/31/9999","A"
6813,30222,,"07/29/2020","12/31/9999","A"
6813,32885,,"07/29/2020","12/31/9999","A"
6813,35911,,"07/29/2020","12/31/9999","A"
6813,30221,,"07/29/2020","12/31/9999","A"
6813,32886,,"07/29/2020","12/31/9999","A"
6813,35910,,"07/29/2020","12/31/9999","A"
6813,30224,,"07/29/2020","12/31/9999","A"
6813,32883,,"07/29/2020","12/31/9999","A"
6813,30223,,"07/29/2020","12/31/9999","A"
6813,32884,,"07/29/2020","12/31/9999","A"
6813,29225,,"07/29/2020","12/31/9999","A"
6813,30220,,"07/29/2020","12/31/9999","A"
6813,31557,,"07/29/2020","12/31/9999","A"
6813,35915,,"07/29/2020","12/31/9999","A"
6813,17249,,"07/29/2020","12/31/9999","A"
6813,26190,,"07/29/2020","12/31/9999","A"
6813,30225,,"07/29/2020","12/31/9999","A"
6813,31556,,"07/29/2020","12/31/9999","A"
6813,35914,,"07/29/2020","12/31/9999","A"
6813,6706,,"07/29/2020","12/31/9999","A"
6813,32887,,"07/29/2020","12/31/9999","A"
6813,35913,,"07/29/2020","12/31/9999","A"
6813,35912,,"07/29/2020","12/31/9999","A"
6813,17255,,"07/29/2020","12/31/9999","A"
6813,17256,,"07/29/2020","12/31/9999","A"
6813,17252,,"07/29/2020","12/31/9999","A"
6813,23939,,"07/29/2020","12/31/9999","A"
6813,29238,,"07/29/2020","12/31/9999","A"
6813,29233,,"07/29/2020","12/31/9999","A"
6813,35900,,"07/29/2020","12/31/9999","A"
6813,29232,,"07/29/2020","12/31/9999","A"
6813,32875,,"07/29/2020","12/31/9999","A"
6813,29231,,"07/29/2020","12/31/9999","A"
6813,29237,,"07/29/2020","12/31/9999","A"
6813,11958,,"07/29/2020","12/31/9999","A"
6813,29236,,"07/29/2020","12/31/9999","A"
6813,2354,,"07/29/2020","12/31/9999","A"
6813,30219,,"07/29/2020","12/31/9999","A"
6813,35908,,"07/29/2020","12/31/9999","A"
6813,30218,,"07/29/2020","12/31/9999","A"
6813,35907,,"07/29/2020","12/31/9999","A"
6813,35906,,"07/29/2020","12/31/9999","A"
6813,35905,,"07/29/2020","12/31/9999","A"
6813,6715,,"07/29/2020","12/31/9999","A"
6813,32878,,"07/29/2020","12/31/9999","A"
6813,35904,,"07/29/2020","12/31/9999","A"
6813,32879,,"07/29/2020","12/31/9999","A"
6813,35903,,"07/29/2020","12/31/9999","A"
6813,32876,,"07/29/2020","12/31/9999","A"
6813,35901,,"07/29/2020","12/31/9999","A"
6813,20874,,"07/29/2020","12/31/9999","A"
6813,17225,,"07/29/2020","12/31/9999","A"
6813,20871,,"07/29/2020","12/31/9999","A"
6813,23905,,"07/29/2020","12/31/9999","A"
6813,17220,,"07/29/2020","12/31/9999","A"
6813,40484,,"07/29/2020","12/31/9999","A"
6813,29208,,"07/29/2020","12/31/9999","A"
6813,29207,,"07/29/2020","12/31/9999","A"
6813,29205,,"07/29/2020","12/31/9999","A"
6813,20878,,"07/29/2020","12/31/9999","A"
6813,20877,,"07/29/2020","12/31/9999","A"
6813,20876,,"07/29/2020","12/31/9999","A"
6813,20875,,"07/29/2020","12/31/9999","A"
6813,29209,,"07/29/2020","12/31/9999","A"
6813,30202,,"07/29/2020","12/31/9999","A"
6813,31533,,"07/29/2020","12/31/9999","A"
6813,31532,,"07/29/2020","12/31/9999","A"
6813,17226,,"07/29/2020","12/31/9999","A"
6813,30204,,"07/29/2020","12/31/9999","A"
6813,31535,,"07/29/2020","12/31/9999","A"
6813,17227,,"07/29/2020","12/31/9999","A"
6813,31534,,"07/29/2020","12/31/9999","A"
6813,31537,,"07/29/2020","12/31/9999","A"
6813,31536,,"07/29/2020","12/31/9999","A"
6813,17234,,"07/29/2020","12/31/9999","A"
6813,17236,,"07/29/2020","12/31/9999","A"
6813,20887,,"07/29/2020","12/31/9999","A"
6813,23910,,"07/29/2020","12/31/9999","A"
6813,29210,,"07/29/2020","12/31/9999","A"
6813,26186,,"07/29/2020","12/31/9999","A"
6813,26187,,"07/29/2020","12/31/9999","A"
6813,29213,,"07/29/2020","12/31/9999","A"
6813,29212,,"07/29/2020","12/31/9999","A"
6813,36856,,"07/29/2020","12/31/9999","A"
6813,36857,,"07/29/2020","12/31/9999","A"
6813,8974,,"07/29/2020","12/31/9999","A"
6813,15906,,"07/29/2020","12/31/9999","A"
