Unnamed: 0,APPLICATION_USER_ID,LAT,LNG,GEOHASH,GMV_FINISHED,GMV_CANCELED_FRAUD,N_ORDERS
6000142,24816589,25.669849,-100.37624,9u8d5ch,233.0,0.0,1
6000143,221534379,25.648910908178,-100.28883375227,9u89vv5,356.0,0.0,1
6000144,23615328,19.408855,-99.243034,9g3qmtm,203.25,0.0,1
6000145,268581894,20.6552212,-103.3117199,9ewt904,287.6,0.0,1
6000146,298157738,19.438825,-99.144261,9g3qxft,169.0,0.0,1
6000147,249414644,19.644791,-99.2017559,9g3ry85,900.35,0.0,1
6000148,253513878,20.583998,-100.42909,9g8t4ej,332.0,0.0,1
6000149,20619521,19.42209,-99.266821,9g3qmps,669.0,0.0,1
6000150,248865793,19.063998939469,-98.274931646884,9g6h7wq,167.0,0.0,1
6000151,21810266,19.443189999999998,-99.16304699999999,9g3qx7x,1436.0,0.0,1
6000152,28389331,19.428435,-99.192631,9g3qwbf,870.95,0.0,2
6000153,27525459,19.313026999999998,-99.213545,9g3my7f,712.0,0.0,3
6000154,25429274,19.2721163,-99.1376625,9g3t8h6,0.0,28.599999999999994,1
6000155,2442588,25.652186999999998,-100.33264799999999,9u89uvg,0.0,0.0,1
6000156,27388379,19.367314999999998,-99.271118,9g3qjj8,249.96,0.0,1
6000157,244590556,20.659505,-103.44618,9ewmw0b,89.45,0.0,1
6000158,20747090,19.429348280194,-99.217059468122,9g3qw30,248.3,0.0,1
6000159,29991093,19.428000362655002,-99.15638230741,9g3qx8u,110.2,0.0,1
6000160,268214158,19.422529100000002,-99.162459,9g3qrxb,164.0,0.0,1
6000161,254443810,21.157065710914,-101.67091369629,9ez8q7t,106.0,0.0,1
6000162,262494316,19.379405600000002,-99.2537747,9g3qjrv,441.0,0.0,1
6000163,204195694,20.66972,-103.353789,9ewt84u,124.0,0.0,1
6000164,221164661,19.050748068535,-98.276806510985,9g6h7sj,0.0,94.8,1
6000165,18929054,25.648296,-100.360168,9u89ujp,0.0,0.0,1
6000166,161330988,21.017801000000002,-89.611035,d58r8f5,0.0,0.0,1
6000167,23589671,19.4292792,-99.1807191,9g3qx0f,124.0,0.0,1
6000168,282589543,25.74113,-100.432532,9u8d6w5,170.5,0.0,1
6000169,201484420,25.6036883,-100.2698535,9u89wm1,314.0,0.0,1
6000170,292127213,19.4166559,-99.14194300000001,9g3qryx,0.0,115.0,1
6000171,277141665,19.421957627707,-99.174041301012,9g3qrpx,121.0,0.0,1
6000172,24129115,19.435504537798,-99.206521511078,9g3qwd0,327.8400000000001,0.0,1
6000173,20217618,19.4326,-99.15184,9g3qx9x,99.0,0.0,1
6000174,274443760,19.3226893,-99.13236140000001,9g3tbjw,114.0,0.0,2
6000175,201061108,20.5980468,-100.39113640000001,9g8t5tc,272.0,0.0,1
6000176,276354408,19.514214000000003,-99.227676,9g3rn02,480.0,0.0,1
6000177,271141892,20.728733,-103.472561,9ewmvmt,139.0,0.0,1
6000178,262873287,25.675374751358,-100.36080613732,9u8dh4p,593.0,0.0,2
6000179,25746268,19.396389000000003,-99.176132,9g3qr5n,271.0,0.0,1
6000180,294262503,21.171207088845,-86.833699196577,d5f22n1,0.0,0.0,1
6000181,251529315,25.663045,-100.290059,9u89vzg,223.0,0.0,1
6000182,25318867,25.64259,-100.322632,9u89vh5,0.0,0.0,1
6000183,239037537,25.71827,-100.389648,9u8d79f,347.9,0.0,1
6000184,28853963,20.610229999999998,-103.435877,9ewmnrb,148.0,0.0,1
6000185,27570305,19.3573089902,-99.13489211350701,9g3w05u,158.0,0.0,1
6000186,2611387633,21.1628768,-101.66985240000001,9ez8qkw,181.0,0.0,1
6000187,297761313,19.241661068688,-99.646996251593,9g3jkqz,115.0,0.0,2
6000188,226855847,19.446607999999998,-99.14423199999999,9g3qxuj,279.0,0.0,1
6000189,251740524,19.510608099941003,-99.27311807870899,9g3quzz,555.5,0.0,1
6000190,28152382,19.390325,-99.28647600000001,9g3qk9v,154.5,0.0,1
6000191,2512124352,19.4485383,-99.17158509999999,9g3qxk3,0.0,488.0,1
6000192,24963190,19.516694,-99.24526999999999,9g3rj8g,707.0,0.0,1
6000193,272501740,25.658253,-100.43876,9u89fqy,287.0,0.0,1
6000194,23620460,20.675941386806,-103.35099007934,9ewt85y,159.5,0.0,1
6000195,292950510,19.3755408,-99.18091740000001,9g3qpp4,194.0,0.0,1
6000196,29167368,19.428594158084,-99.206828288734,9g3qw2z,2512.0,0.0,2
6000197,224081557,19.408419,-99.177988,9g3qrjh,180.0,0.0,1
6000198,26982198,20.725068,-103.408029,9ewmyuu,145.0,0.0,1
6000199,291383818,19.050865643216,-98.238089494407,9g6hks1,81.0,0.0,1
6000200,21280119,19.424133683212,-99.15985643863701,9g3qx81,50.0,0.0,2
6000201,207365521,21.003482047545,-89.711682647467,d58pqx9,181.0,0.0,2
6000202,272396193,19.358757999999998,-99.27807,9g3qhu5,235.48,0.0,2
6000203,29268026,19.387625723474,-99.17720831930599,9g3qr1m,100.0,0.0,1
6000204,2673813,19.3904145,-99.1592717,9g3qr9f,0.0,0.0,1
6000205,21107226,20.607708,-100.369851,9g8thp8,166.0,0.0,1
6000206,243242641,19.534148499999997,-99.1946438,9g3rnu0,184.0,0.0,1
6000207,231163394,19.383381,-99.162658,9g3qr2x,179.0,0.0,1
6000208,24511075,20.671123,-103.373077,9ewmxen,315.0,0.0,2
6000209,27431583,25.731336559657997,-100.27768816799,9u8dqhh,243.0,0.0,1
6000210,2410227,19.428496,-99.155538,9g3qx8v,324.0,0.0,1
6000211,251308072,20.59321,-100.369401,9g8thhc,603.0,0.0,1
6000212,284257136,19.487521813864,-99.18171744793699,9g3qz5d,285.0,0.0,1
6000213,241389180,19.077518717952,-98.29357299953699,9g6he2b,359.0,0.0,1
6000214,263606520,20.65405,-100.35095600000001,9g8tkry,193.0,0.0,2
6000215,291129922,19.410847,-99.259934,9g3qmm9,0.0,0.0,1
6000216,225341,19.362756,-99.16334599999999,9g3qpkz,304.0,0.0,1
6000217,208133662,19.344793193345,-99.163424111903,9g3qp3x,0.0,0.0,1
6000218,20417528,19.417246,-99.162247,9g3qrwb,76.0,0.0,1
6000219,211410665,19.440550864208,-99.223898537457,9g3qw55,0.0,0.0,1
6000220,241606656,25.6622501,-100.3636817,9u89upt,0.0,0.0,1
6000221,271499029,25.728239805247,-100.36988373846,9u8dk58,223.0,0.0,1
6000222,289215531,19.4160983,-99.1595592,9g3qrwd,188.0,129.0,2
6000223,224344980,25.585192000000003,-103.39618399999999,9sw3x1t,0.0,0.0,1
6000224,20780738,25.731003,-100.385968,9u8d7sj,0.0,0.0,1
6000225,282557314,19.436400247682,-99.14884798228701,9g3qxf6,455.0,0.0,1
6000226,2244018,19.414331,-99.158005,9g3qrw7,73.0,0.0,1
6000227,20653879,19.486520000000002,-99.18953499999999,9g3qygk,63.13,0.0,1
6000228,258004750,19.408785,-99.185957,9g3qqvq,0.0,924.0,2
6000229,258482410,19.3528129,-99.18614129999999,9g3qngn,142.0,0.0,1
6000230,245347139,21.891872,-102.288655,9ezk837,103.0,0.0,1
6000231,241632420,20.575613,-103.490954,9ewmj18,244.23,0.0,1
6000232,29876301,20.677724657293002,-103.34450919180999,9ewt8k6,185.0,0.0,1
6000233,2511700426,20.5593058,-100.4163604,9g8sfyx,95.05,0.0,1
6000234,28323940,25.648829,-100.358549,9u89um1,643.0,0.0,2
6000235,28621209,19.368114499999997,-99.1883503,9g3qnvv,800.0,0.0,1
6000236,24726394,25.669328,-100.393856,9u8d52z,83.9,0.0,1
6000237,232578246,18.9796344,-98.2037669,9g65vr4,71.0,0.0,1
6000238,282420027,19.3821992,-99.13362690000001,9g3w20m,142.0,0.0,1
6000239,251764313,20.56999203606,-100.41080150753,9g8t50e,775.0,0.0,1
6000240,28469993,20.65482,-103.418284,9ewmw8j,134.0,0.0,1
6000241,266988639,20.526908188453,-100.42356949299601,9g8sfbc,201.0,0.0,1
6000242,28141438,19.341714,-99.186418,9g3qncn,292.4,0.0,1
6000243,29849291,20.559298652883,-103.45825832337,9ewkvwx,0.0,0.0,1
6000244,257938627,19.311401800000002,-99.214591,9g3my7d,384.0,0.0,1
6000245,223871360,19.5136362,-99.2568443,9g3rj27,153.0,0.0,1
6000246,20904214,19.396586,-99.229114,9g3qmgp,327.0,0.0,1
6000247,26171063,19.385320999999998,-99.263565,9g3qm0y,269.0,0.0,1
6000248,27548906,25.648873000000002,-100.387588,9u89gt5,107.3,0.0,1
6000249,262686234,25.7116204,-100.36903659999999,9u8dk09,503.0,0.0,1
6000250,20746388,20.673041,-105.25462900000001,9etjsg7,0.0,0.0,1
6000251,281403308,20.698713001001998,-100.44179668873699,9g8tf2h,359.0,0.0,1
6000252,213778635,25.636681,-100.28258000000001,9u89y50,318.0,0.0,1
6000253,29328981,19.401716,-99.234825,9g3qmgg,623.0,0.0,2
6000254,28401892,25.648623999999998,-100.334106,9u89uv4,209.0,0.0,1
6000255,283413247,20.684745551887,-103.37420191615999,9ewmxtt,388.0,0.0,1
6000256,225785888,25.713059100000002,-100.3747041,9u8d7bv,102.0,0.0,1
6000257,258935894,19.36165,-99.153121,9g3qpsw,218.25,0.0,1
6000258,209730227,19.351971600000002,-99.18040090000001,9g3qp4g,1620.9299999999994,0.0,1
6000259,283555221,19.4017027,-99.1746562,9g3qr5z,152.0,0.0,1
6000260,226661488,20.671619600000003,-103.3862802,9ewmx7h,188.0,0.0,1
6000261,236516748,19.4229222,-99.1069054,9g3w2zb,164.81,0.0,1
6000262,27278139,19.06846,-98.260446,9g6hkp2,177.64,0.0,1
6000263,212101708,19.403354041473,-99.14544928818898,9g3qruk,177.0,0.0,1
6000264,20566789,25.655609,-100.286399,9u89vym,245.0,0.0,1
6000265,266732139,20.627591600000002,-100.37248079999999,9g8t7gn,0.0,0.0,2
6000266,2912935882,19.3398593,-99.1828968,9g3qp09,357.29,0.0,1
6000267,207222709,19.4463298,-99.1242303,9g3w8k5,306.0,0.0,1
6000268,21101998,19.3447351,-99.1613792,9g3qp98,0.0,0.0,1
6000269,23375401,19.406491,-99.254079,9g3qmkv,172.0,0.0,1
6000270,233248177,19.4007762,-99.1266296,9g3w27f,0.0,0.0,1
6000271,281494686,20.697318300000003,-103.3864845,9ewmxru,0.0,112.0,1
6000272,273271978,19.415280351368,-99.174619987607,9g3qrnr,84.0,0.0,1
6000273,25596582,23.2580842,-106.4493412,9shk3dj,655.0,0.0,3
6000274,2787377,19.413532,-99.16507,9g3qrqn,141.0,0.0,1
6000275,2612881989,19.288991928101,-99.62777709960899,9g3jszm,304.0,0.0,1
6000276,2075927,21.032182944379002,-89.62857641279699,d58r8ky,401.5,0.0,2
6000277,23456543,20.6783699,-103.39483609999999,9ewmxhq,179.0,0.0,1
6000278,218855132,25.565292000000003,-100.23784,9u89rn1,790.6800000000003,0.0,2
6000279,29649716,20.622211,-103.449013,9ewmmfn,0.0,0.0,1
6000280,222940833,20.977134399999997,-89.5990858,d58r34g,466.0,0.0,2
6000281,231778866,21.03668,-89.61109300000001,d58r8ve,0.0,0.0,1
6000282,28148910,19.337784,-99.2142067,9g3qn26,0.0,0.0,2
6000283,275545479,21.8821511,-102.2960292,9ezk2pw,298.0,0.0,1
6000284,211501658,19.447320681554,-99.174527786672,9g3qxhr,0.0,0.0,1
6000285,289089901,19.364891621895,-99.151348544463,9g3qpv2,0.0,0.0,1
6000286,296199330,19.4776199,-99.1509988,9g3qzcb,276.0,0.0,1
6000287,234134806,19.456891,-99.128429,9g3w8q0,364.0,0.0,2
6000288,251382827,25.616777354493,-100.28260163962999,9u89wp2,0.0,0.0,1
6000289,292219760,19.328879999999998,-99.122575,9g3tbqt,783.8,0.0,2
6000290,2991545,19.407126,-99.17090300000001,9g3qrkc,109.88,0.0,1
6000291,243339683,20.721546,-103.395238,9ewmzhj,139.0,0.0,1
6000292,201329676,20.654176800000002,-103.43200870000001,9ewmqrg,0.0,0.0,1
6000293,261327728,19.34552,-99.16651999999999,9g3qp3t,159.0,0.0,1
6000294,261509530,25.6477562,-100.28642590000001,9u89vvj,183.0,0.0,1
6000295,252298770,20.689428790723,-103.3299639076,9ewt8wm,135.0,0.0,1
6000296,203216525,19.361639,-99.15229699999999,9g3qpsx,60.0,0.0,1
6000297,291810314,20.717057999999998,-103.329608,9ewtbem,297.0,0.0,1
6000298,2710486710,19.416277800000003,-99.1550377,9g3qrwt,0.0,0.0,1
6000299,211071096,20.6048184,-100.3809053,9g8t5yb,215.0,0.0,1
6000300,29414270,25.634847,-100.36324499999999,9u89u4t,298.0,0.0,2
6000301,24741506,19.515202,-99.248766,9g3rj89,0.0,0.0,1
6000302,261065585,19.371299,-99.19103100000001,9g3qny7,1030.0,0.0,1
6000303,26361365,19.424421,-99.16791500000001,9g3qx2h,2168.0,0.0,1
6000304,2195787,19.439859102156,-99.160232618451,9g3qxdc,275.9,0.0,2
6000305,2018771,19.402528,-99.17906640000001,9g3qrhh,42.0,0.0,1
6000306,27375309,25.636356399999997,-100.3637602,9u89u4v,120.0,0.0,1
6000307,225652482,19.394350699999997,-99.1612135,9g3qrd9,387.0,0.0,1
6000308,26664617,20.6647249,-103.4186646,9ewmw9u,91.5,0.0,1
6000309,298997670,19.545905757128,-99.30993139743799,9g3rhnh,199.65,0.0,1
6000310,2511501695,19.413532331277,-99.16506964713301,9g3qrqn,0.0,0.0,1
6000311,282530898,29.110414399999996,-110.9465517,9t1je77,367.0,0.0,1
6000312,2411105326,19.3941518,-99.142604,9g3qrfw,154.75,0.0,1
6000313,281061098,19.432023,-99.185567,9g3qwcr,195.0,0.0,1
6000314,291117810,20.733411,-103.35922099999999,9ewtbn2,458.0,0.0,1
6000315,255720892,19.4118111,-99.16130809999999,9g3qrtb,443.0,0.0,1
6000316,286328645,19.5134018,-99.1718021,9g3rp23,139.0,0.0,1
6000317,2323950,19.444346650494,-99.146460145712,9g3qxge,297.0,0.0,1
6000318,275828647,25.507192,-103.38319200000001,9sw3p7q,98.0,0.0,1
6000319,22452479,25.685754,-100.35006,9u8dh7z,383.0,0.0,1
6000320,232981344,25.528161914952,-103.42775489716999,9sw3nrq,335.0,0.0,2
6000321,211960178,19.4166667,-99.1833333,9g3qrn8,0.0,0.0,1
6000322,29663860,19.34058,-99.180924,9g3qp0f,126.0,0.0,1
6000323,255724453,25.7359164,-100.38623790000001,9u8d7th,242.51,0.0,1
6000324,244783256,21.132026800000002,-101.63394100000001,9ez8pqb,219.0,0.0,1
6000325,2911178234,25.452490030998,-100.96450275869499,9u80y3r,221.3,0.0,1
6000326,259348874,19.465569199999997,-99.1147392,9g3w8xd,0.0,0.0,1
6000327,228365535,19.452131899999998,-99.17999499999999,9g3qxj5,647.0,0.0,2
6000328,21672256,20.63982,-100.348952,9g8tkt2,476.1,0.0,1
6000329,232863492,20.692553,-103.397704,9ewmxnu,190.0,0.0,1
6000330,25823516,25.734765300000003,-100.4086944,9u8d7hu,197.0,0.0,1
6000331,24459171,19.41341949982,-99.184457728526,9g3qrn0,209.83,0.0,1
6000332,206182804,19.377171594886,-99.11380425095601,9g3w0xe,800.0,0.0,1
6000333,292320386,20.591889000000002,-100.369795,9g8thh8,210.0,0.0,1
6000334,256029068,19.360514000000002,-99.11618270000001,9g3w0s3,122.5,0.0,1
6000335,141068107,19.4133378,-99.1799027,9g3qrn5,219.22,0.0,1
6000336,271316855,19.339854000000003,-99.216192,9g3qn28,175.0,0.0,1
6000337,2820545,20.587042,-100.382011,9g8t5gb,0.0,0.0,1
6000338,291174598,19.059104,-98.29592099999999,9g6h7jx,0.0,0.0,2
6000339,29637842,25.665605,-100.375919,9u8d5bk,830.0,0.0,2
6000340,29959980,19.34386,-99.219394,9g3qn1q,228.0,0.0,1
6000341,292085922,19.356315733175002,-99.157732129097,9g3qpee,392.85,0.0,2
6000342,217447003,19.340729346646,-99.229314923286,9g3qjbz,375.77,0.0,2
6000343,293171801,20.689999,-100.438951,9g8tdqq,337.4600000000001,0.0,1
6000344,271141632,25.64013,-100.29409,9u89vg8,187.4,0.0,1
6000345,279120982,20.539659,-100.42494,9g8sfg0,161.0,0.0,1
6000346,272913330,20.630197,-100.4107866,9g8t75e,179.0,0.0,1
6000347,252166239,21.012471134669003,-89.622162245214,d58r895,152.0,0.0,2
6000348,2016387,19.427567,-99.17192800000001,9g3qx29,0.0,0.0,1
6000349,13566103,19.431449,-99.201036,9g3qw9k,239.0,0.0,1
6000350,292306823,19.3558,-99.2155,9g3qn79,140.0,0.0,1
6000351,222318158,20.630736,-103.408192,9ewmqgs,531.0,0.0,1
6000352,214117345,19.4278108,-99.1765702,9g3qx0t,118.2,0.0,1
6000353,248043476,18.929478,-99.21939300000001,9g37wnn,115.39,0.0,1
6000354,28403331,19.380311319727003,-99.157824665308,9g3qr85,721.0,0.0,1
6000355,284569826,19.448978,-99.17289,9g3qxk8,337.52,0.0,1
6000356,211377908,20.675846300000003,-100.4305037,9g8tdeu,0.0,0.0,3
6000357,214190220,19.0789217,-98.2155874,9g6ht11,350.0,0.0,1
6000358,281208379,21.059394,-89.633222,d58rb3e,120.0,0.0,1
6000359,241001486,25.660597923225,-100.35723611712,9u89ur6,217.0,0.0,1
6000360,213363278,19.405859600000003,-99.12497509999999,9g3w2ke,95.0,0.0,1
6000361,292490894,19.07002603363,-98.269593380392,9g6h7zd,582.0,0.0,1
6000362,262146957,25.656177,-100.368936,9u89un9,158.0,0.0,1
6000363,23516985,20.679701,-103.42081800000001,9ewmwse,248.0,0.0,1
6000364,2911706506,19.343185508966,-99.213320910931,9g3qn37,380.5,0.0,1
6000365,214192473,25.682509699999997,-100.4438536,9u8d477,93.0,0.0,1
6000366,24588456,20.5644489,-103.4562345,9ewkvz9,394.0,0.0,1
6000367,2511055330,19.3074626,-99.16620340000001,9g3mz6v,164.0,0.0,1
6000368,28569962,19.366062,-99.29819300000001,9g3qhmm,170.76,0.0,1
6000369,26272873,19.372027,-99.151561,9g3qpy8,511.0,0.0,2
6000370,203715500,19.469018013449,-99.157618095659,9g3qz85,745.0,0.0,1
6000371,211679888,25.670011,-100.356916,9u8dh34,89.0,0.0,1
6000372,2453692,20.592181225221,-100.403711399172,9g8t5k8,336.78,0.0,1
6000373,25391696,25.665438,-100.38834200000001,9u8d587,162.0,0.0,1
6000374,22122583,19.395899,-99.142967,9g3qrfy,58.95,0.0,1
6000375,268539855,19.3306807,-99.1434118,9g3mzzj,134.59,0.0,1
6000376,208304042,19.519685100000004,-99.24813859999999,9g3rj93,424.0,0.0,2
6000377,2220508,19.416038,-99.180885,9g3qrnd,69.0,0.0,1
6000378,251538124,20.607426,-103.4063783,9ewmnzm,100.0,0.0,1
6000379,161141850,19.407850819965,-99.175472259521,9g3qrjn,172.0,0.0,1
6000380,281173476,19.055985999999997,-98.277834,9g6h7th,142.0,0.0,1
6000381,293485571,22.132476999999998,-100.985303,9gbjyj0,0.0,0.0,1
6000382,271142350,19.436749399999997,-99.1560835,9g3qxdk,0.0,966.0,2
6000383,2610254,19.420813,-99.17063900000001,9g3qrr6,180.0,0.0,1
6000384,20795395,19.376029171678,-99.15981318801599,9g3qpx6,0.0,0.0,1
6000385,26785057,19.395602973268,-99.142508916557,9g3qrfy,1130.0,0.0,2
6000386,203226647,21.132329000000002,-86.84650400000001,d5f0pz0,0.0,0.0,2
6000387,296944047,25.6516204,-100.3354696,9u89uv9,483.02,0.0,1
6000388,269358257,19.492739750513,-99.15995369670601,9g3qzs9,331.0,0.0,1
6000389,293007442,25.565087,-103.427991,9sw3qmy,1233.0,0.0,1
6000390,242516617,25.497381100000002,-100.9477885,9u81ncs,328.0,0.0,1
6000391,22856552,25.586482,-100.25011500000001,9u89wcb,285.0,0.0,1
6000392,26500614,25.628698999999997,-100.341261,9u89u9t,963.0,0.0,1
6000393,231538758,19.4112163,-99.1335597,9g3w2jt,173.0,0.0,1
6000394,283482453,21.025682999999997,-89.55187099999999,d58rd5w,250.0,0.0,1
6000395,24298507,19.4276747,-99.2048759,9g3qw89,0.0,0.0,1
6000396,274165778,19.284346728217002,-99.139502495527,9g3t8n8,347.0,0.0,1
6000397,261054031,20.718785,-103.354674,9ewtb5e,264.0,0.0,1
6000398,29728745,19.431387,-99.169349,9g3qx37,0.0,0.0,1
6000399,272165521,21.0225987,-89.57466740000001,d58r9ej,145.0,0.0,1
6000400,20505738,19.423956298785,-99.157212786376,9g3qx85,0.0,118.0,1
6000401,29609939,20.731472,-103.43859599999999,9ewmynn,114.7,0.0,1
6000402,25739437,25.449031,-100.96866800000001,9u80y2u,361.0,0.0,1
6000403,27680465,19.41297,-99.170103,9g3qrq4,94.6,0.0,1
6000404,2710177041,19.325642300000002,-99.11106109999999,9g3tbwj,270.55999999999995,0.0,2
6000405,24650536,20.6714244,-103.4006562,9ewmx51,247.0,0.0,1
6000406,21298293,19.462514600000002,-99.16539209999999,9g3qxrj,170.0,0.0,1
6000407,2210606285,19.327367543363,-99.153693392873,9g3mzwq,640.0,0.0,1
6000408,251190893,19.4070556,-99.27559740000001,9g3qkuv,0.0,0.0,2
6000409,141155342,25.633674,-100.348949,9u89ud2,494.0,0.0,1
6000410,211366126,19.344935999999997,-99.239414,9g3qjc8,162.0,0.0,1
6000411,2652419,19.333645,-99.201111,9g3myxe,0.0,0.0,1
6000412,265484828,19.376603230853,-99.13544230163099,9g3w0p7,224.0,0.0,1
6000413,241517045,25.607991000000002,-100.26852099999999,9u89wmf,219.0,0.0,1
6000414,24678370,20.619662414697,-103.255144692957,9ewt63e,159.0,0.0,1
6000415,202288018,21.020802770997,-89.635337591171,d58r869,0.0,0.0,1
6000416,237609587,25.76857,-100.279186,9u8dw54,88.0,0.0,1
6000417,231252817,20.6319724,-100.4128252,9g8t75c,328.0,0.0,1
6000418,202130763,25.677122699999998,-100.3947877,9u8d56q,2099.0,0.0,2
6000419,299783229,20.9929798,-89.5995088,d58r3je,221.0,0.0,1
6000420,28375378,19.435819,-99.140211,9g3w840,372.0,0.0,1
6000421,201302216,21.003635,-89.618394,d58r2xt,366.0,0.0,1
