"ENTITY_ID","ADDRESS_LINE_1","ADDRESS_LINE_2","ADDRESS_LINE_3","CITY_NAME","STATE_CD","POSTAL_CODE_1","ADDRESS_LATITUDE","ADDRESS_LONGITUDE"
6648,"3200 REGATTA BLVD","","","RICHMOND","CA","94804",37.915085,-122.34376
6738,"8500 SCUDDER RD","","","KINLOCH","MO","63140",38.74086,-90.33179
6740,"8500 SCUDDER RD","","","KINLOCH","MO","63140",38.74086,-90.33179
4572,"328 Lake Road","","","Dayville","CT","06241",1,1
6044,"1960 Niagara Falls Boulevard","","","Tonawanda","NY","14150",1,1
4735,"37496 Hwy 18","","","Prairie du Chien","WI","53821",1,1
4995,"2604 W 9th Ave","","","Winfield","KS","67156",1,1
3417,"2604 W 9th Ave","","","Winfield","KS","67156",1,1
5998,"65 South Peru Street","","","Plattsburgh","NY","12901",1,1
6027,"2220 Forest Avenue","","","Staten Island","NY","10303",1,1
6723,"3525 Arden Road","","","Hayward","CA","94545",1,1
3225,"3525 Arden Road","","","Hayward","CA","94545",1,1
5231,"3525 Arden Road","","","Hayward","CA","94545",1,1
5714,"3525 Arden Road","","","Hayward","CA","94545",1,1
5548,"3525 Arden Road","","","Hayward","CA","94545",1,1
3438,"3525 Arden Road","","","Hayward","CA","94545",1,1
4768,"3525 Arden Road","","","Hayward","CA","94545",1,1
4354,"3525 Arden Road","","","Hayward","CA","94545",1,1
6062,"4165 West 34th Street","","","Amarillo","TX","79109",1,1
5126,"1422 North Miller Street","","","Wenatchee","WA","98801",1,1
4137,"1422 North Miller Street","","","Wenatchee","WA","98801",1,1
6018,"11430 I-10 East","","","Houston","TX","77029",1,1
6036,"3207 Main Avenue","","","Fargo","ND","58102",1,1
2744,"25A and 25B Grady Road","","","Grenada","MS","38901",1,1
5473,"25A and 25B Grady Road","","","Grenada","MS","38901",1,1
3611,"1107 West Columbia Drive","","","Kennewick","WA","99336",1,1
6014,"1107 West Columbia Drive","","","Kennewick","WA","99336",1,1
5603,"1107 West Columbia Drive","","","Kennewick","WA","99336",1,1
2849,"385 North Sherman Avenue","","","Corona","CA","91720",1,1
3432,"385 North Sherman Avenue","","","Corona","CA","91720",1,1
4773,"315 East Avenue K-8","","","Lancaster","CA","93535",1,1
2884,"315 East Avenue K-8","","","Lancaster","CA","93535",1,1
3873,"165 New School Road","","","Truth or Consequences","NM","87901",1,1
3807,"165 New School Road","","","Truth or Consequences","NM","87901",1,1
4762,"2740 Soquel Avenue","","","Santa Cruz","CA","95062",1,1
4453,"2740 Soquel Avenue","","","Santa Cruz","CA","95062",1,1
6159,"2740 Soquel Avenue","","","Santa Cruz","CA","95062",1,1
5244,"2740 Soquel Avenue","","","Santa Cruz","CA","95062",1,1
4330,"1301 Willow Street","","","Vincennes","IN","47591",1,1
4624,"429 North 2150 West","","","Cedar City","UT","84720",1,1
3801,"429 North 2150 West","","","Cedar City","UT","84720",1,1
6706,"126 Marathon Drive","","","Winchester","VA","22602",1,1
5047,"126 Marathon Drive","","","Winchester","VA","22602",1,1
5028,"126 Marathon Drive","","","Winchester","VA","22602",1,1
2723,"126 Marathon Drive","","","Winchester","VA","22602",1,1
5030,"126 Marathon Drive","","","Winchester","VA","22602",1,1
3701,"126 Marathon Drive","","","Winchester","VA","22602",1,1
3901,"126 Marathon Drive","","","Winchester","VA","22602",1,1
5111,"4115 Progress Boulevard","","","Peru","IL","61354",1,1
6813,"401 East Boulevard","","","Kingsford","MI","49802",1,1
5102,"401 East Boulevard","","","Kingsford","MI","49802",1,1
4074,"401 East Boulevard","","","Kingsford","MI","49802",1,1
5486,"1848 Windish Drive","","","Galesburg","IL","61401",1,1
4794,"1325 East Country Club Road","","","Roswell","NM","88201",1,1
4546,"1325 East Country Club Road","","","Roswell","NM","88201",1,1
3201,"809 HWY 1 W","","","Iowa City","IA","52246",1,1
6650,"1695 Glen Ellyn Road","","","Glendale Heights","IL","60139",1,1
6581,"1695 Glen Ellyn Road","","","Glendale Heights","IL","60139",1,1
6662,"1695 Glen Ellyn Road","","","Glendale Heights","IL","60139",1,1
6651,"1695 Glen Ellyn Road","","","Glendale Heights","IL","60139",1,1
5813,"1695 Glen Ellyn Road","","","Glendale Heights","IL","60139",1,1
2822,"1695 Glen Ellyn Road","","","Glendale Heights","IL","60139",1,1
4717,"1695 Glen Ellyn Road","","","Glendale Heights","IL","60139",1,1
2814,"1695 Glen Ellyn Road","","","Glendale Heights","IL","60139",1,1
5468,"1695 Glen Ellyn Road","","","Glendale Heights","IL","60139",1,1
4095,"1695 Glen Ellyn Road","","","Glendale Heights","IL","60139",1,1
5863,"4104 Farragut Road","","","Brooklyn","NY","11210",1,1
4110,"1600 North  Oak Street","","","Champaign","IL","61820",1,1
3064,"6420 Highway 1 South","","","Jonesboro","AR","72404",1,1
4543,"6420 Highway 1 South","","","Jonesboro","AR","72404",1,1
3076,"10330 South 152nd Street","","","Omaha","NE","68138",1,1
5215,"10330 South 152nd Street","","","Omaha","NE","68138",1,1
4418,"1303 Barterbrook Road","","","Staunton","VA","24401",1,1
2877,"1303 Barterbrook Road","","","Staunton","VA","24401",1,1
4812,"1303 Barterbrook Road","","","Staunton","VA","24401",1,1
5894,"13280 Newburgh Road","","","Livonia","MI","48150",1,1
3195,"13280 Newburgh Road","","","Livonia","MI","48150",1,1
4749,"13280 Newburgh Road","","","Livonia","MI","48150",1,1
6539,"2705 Frederic Drive (fka 53075 Frederick Drive)","","","Elkhart","IN","46514",1,1
3929,"2705 Frederic Drive (fka 53075 Frederick Drive)","","","Elkhart","IN","46514",1,1
3928,"2705 Frederic Drive (fka 53075 Frederick Drive)","","","Elkhart","IN","46514",1,1
4694,"2705 Frederic Drive (fka 53075 Frederick Drive)","","","Elkhart","IN","46514",1,1
5796,"2705 Frederic Drive (fka 53075 Frederick Drive)","","","Elkhart","IN","46514",1,1
5586,"2705 Frederic Drive (fka 53075 Frederick Drive)","","","Elkhart","IN","46514",1,1
4512,"2705 Frederic Drive (fka 53075 Frederick Drive)","","","Elkhart","IN","46514",1,1
5762,"2705 Frederic Drive (fka 53075 Frederick Drive)","","","Elkhart","IN","46514",1,1
5815,"2705 Frederic Drive (fka 53075 Frederick Drive)","","","Elkhart","IN","46514",1,1
5830,"2705 Frederic Drive (fka 53075 Frederick Drive)","","","Elkhart","IN","46514",1,1
2981,"2705 Frederic Drive (fka 53075 Frederick Drive)","","","Elkhart","IN","46514",1,1
5301,"2705 Frederic Drive (fka 53075 Frederick Drive)","","","Elkhart","IN","46514",1,1
4510,"2705 Frederic Drive (fka 53075 Frederick Drive)","","","Elkhart","IN","46514",1,1
6658,"1069 Skillman Drive","","","Woodlawn","OH","45215",1,1
5124,"1069 Skillman Drive","","","Woodlawn","OH","45215",1,1
3172,"1069 Skillman Drive","","","Woodlawn","OH","45215",1,1
4583,"4435 Shawnee Drive","","","Kansas City","KS","66106",1,1
5940,"4435 Shawnee Drive","","","Kansas City","KS","66106",1,1
3485,"4435 Shawnee Drive","","","Kansas City","KS","66106",1,1
4235,"247 South Broad Street","","","Globe","AZ","85501",1,1
3007,"247 South Broad Street","","","Globe","AZ","85501",1,1
5816,"11405 Rojas Drive","","","El Paso","TX","79936",1,1
3666,"11405 Rojas Drive","","","El Paso","TX","79936",1,1
4380,"11405 Rojas Drive","","","El Paso","TX","79936",1,1
3823,"11405 Rojas Drive","","","El Paso","TX","79936",1,1
5665,"11405 Rojas Drive","","","El Paso","TX","79936",1,1
3664,"11405 Rojas Drive","","","El Paso","TX","79936",1,1
6507,"11405 Rojas Drive","","","El Paso","TX","79936",1,1
3844,"11405 Rojas Drive","","","El Paso","TX","79936",1,1
3311,"8404 El Way","","","Missoula","MT","59808",1,1
2852,"8404 El Way","","","Missoula","MT","59808",1,1
4366,"8404 El Way","","","Missoula","MT","59808",1,1
5735,"8404 El Way","","","Missoula","MT","59808",1,1
5635,"8404 El Way","","","Missoula","MT","59808",1,1
2992,"8404 El Way","","","Missoula","MT","59808",1,1
4466,"8404 El Way","","","Missoula","MT","59808",1,1
3401,"8404 El Way","","","Missoula","MT","59808",1,1
3641,"5587 WA-303 NE","","","Bremerton","WA","98311",1,1
6667,"5587 WA-303 NE","","","Bremerton","WA","98311",1,1
6013,"5587 WA-303 NE","","","Bremerton","WA","98311",1,1
6764,"5587 WA-303 NE","","","Bremerton","WA","98311",1,1
3772,"5587 WA-303 NE","","","Bremerton","WA","98311",1,1
4523,"10016 West Highway 50","","","Poncha Springs","CO","81201",1,1
4310,"158 Red Bird Lane","","","Pikeville","KY","41601",1,1
5198,"158 Red Bird Lane","","","Pikeville","KY","41601",1,1
3670,"5701 West Industrial","","","Midland","TX","79701",1,1
3709,"5701 West Industrial","","","Midland","TX","79701",1,1
6694,"160 Airport Road","","","Lakewood","NJ","08701",1,1
3850,"160 Airport Road","","","Lakewood","NJ","08701",1,1
3524,"160 Airport Road","","","Lakewood","NJ","08701",1,1
5036,"160 Airport Road","","","Lakewood","NJ","08701",1,1
4254,"160 Airport Road","","","Lakewood","NJ","08701",1,1
5377,"160 Airport Road","","","Lakewood","NJ","08701",1,1
4654,"160 Airport Road","","","Lakewood","NJ","08701",1,1
3653,"160 Airport Road","","","Lakewood","NJ","08701",1,1
2891,"160 Airport Road","","","Lakewood","NJ","08701",1,1
2853,"10 Dewey Boulevard","","","Butte","MT","59701",1,1
5636,"10 Dewey Boulevard","","","Butte","MT","59701",1,1
5429,"900 Manufacturers Road","","","Chattanooga","TN","37405",1,1
3179,"2125 GOLDSMITH LN","","","Louisville","KY","40218",1,1
5561,"2125 GOLDSMITH LN","","","Louisville","KY","40218",1,1
3133,"130 Nova Drive","","","Morrisville","NC","27560",1,1
5056,"130 Nova Drive","","","Morrisville","NC","27560",1,1
3389,"130 Nova Drive","","","Morrisville","NC","27560",1,1
3163,"130 Nova Drive","","","Morrisville","NC","27560",1,1
4630,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
5406,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
3101,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
4015,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
2715,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
5010,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
5718,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
5691,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
3516,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
4092,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
3512,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
5779,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
3809,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
3407,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
5320,"3475 S. 300 W.","","","Salt Lake City","UT","84115",1,1
3969,"2137 Foster Avenue","","","Janesville","WI","53545",1,1
3215,"2137 Foster Avenue","","","Janesville","WI","53545",1,1
3604,"2000 North Broadway Street","","","New Ulm","MN","56073",1,1
4733,"842 West 76 Street","","","Davenport","IA","61265",1,1
3507,"4362 SOUTH 225 EAST","","","Price","UT","80751",1,1
5648,"4362 SOUTH 225 EAST","","","Price","UT","80751",1,1
5906,"610 Maple Avenue","","","Saratoga Springs","NY","12866",1,1
5517,"1524 Riverside Drive","","","Mount Vernon","WA","98273",1,1
6670,"1524 Riverside Drive","","","Mount Vernon","WA","98273",1,1
4013,"1524 Riverside Drive","","","Mount Vernon","WA","98273",1,1
6766,"1524 Riverside Drive","","","Mount Vernon","WA","98273",1,1
4851,"1524 Riverside Drive","","","Mount Vernon","WA","98273",1,1
6566,"816 East 21st Street","","","Hopkinsville","KY","42240",1,1
3603,"816 East 21st Street","","","Hopkinsville","KY","42240",1,1
4391,"95 Rue Radnor","","","Trois-Rivi?res","QC","G8T 2E6",1,1
3061,"809 Levee Drive","","","Manhattan","KS","66502",1,1
5001,"809 Levee Drive","","","Manhattan","KS","66502",1,1
4948,"809 Levee Drive","","","Manhattan","KS","66502",1,1
5658,"809 Levee Drive","","","Manhattan","KS","66502",1,1
2869,"3351 West Hughes Lane","","","Dickinson","TX","77539",1,1
5538,"3351 West Hughes Lane","","","Dickinson","TX","77539",1,1
3058,"1220 West 20th Street A11","","","Erie","PA","16502",1,1
6195,"7301-7309 Dean Road","","","Milwaukee","WI","53223",1,1
3965,"7301-7309 Dean Road","","","Milwaukee","WI","53223",1,1
5549,"7301-7309 Dean Road","","","Milwaukee","WI","53223",1,1
6525,"301 S. Northpoint Dr","","","Coppell","TX","75019",1,1
6474,"301 S. Northpoint Dr","","","Coppell","TX","75019",1,1
6564,"301 S. Northpoint Dr","","","Coppell","TX","75019",1,1
3651,"301 S. Northpoint Dr","","","Coppell","TX","75019",1,1
3617,"301 S. Northpoint Dr","","","Coppell","TX","75019",1,1
3583,"301 S. Northpoint Dr","","","Coppell","TX","75019",1,1
4824,"301 S. Northpoint Dr","","","Coppell","TX","75019",1,1
5423,"301 S. Northpoint Dr","","","Coppell","TX","75019",1,1
3275,"301 S. Northpoint Dr","","","Coppell","TX","75019",1,1
3365,"301 S. Northpoint Dr","","","Coppell","TX","75019",1,1
2668,"800 South 14th Street","","","Dodge City","KS","67801",1,1
5383,"800 South 14th Street","","","Dodge City","KS","67801",1,1
4962,"800 South 14th Street","","","Dodge City","KS","67801",1,1
4154,"800 South 14th Street","","","Dodge City","KS","67801",1,1
3084,"7040 East 56th Avenue","","","Commerce City","CO","80022",1,1
3696,"7040 East 56th Avenue","","","Commerce City","CO","80022",1,1
2995,"7040 East 56th Avenue","","","Commerce City","CO","80022",1,1
3284,"7040 East 56th Avenue","","","Commerce City","CO","80022",1,1
4240,"7040 East 56th Avenue","","","Commerce City","CO","80022",1,1
3226,"319 Huss Drive","","","Chico","CA","95928",1,1
5503,"319 Huss Drive","","","Chico","CA","95928",1,1
3827,"319 Huss Drive","","","Chico","CA","95928",1,1
6743,"11407 North Weidner","","","San Antonio","TX","78233",1,1
6486,"11407 North Weidner","","","San Antonio","TX","78233",1,1
5702,"11407 North Weidner","","","San Antonio","TX","78233",1,1
5521,"11407 North Weidner","","","San Antonio","TX","78233",1,1
2860,"11407 North Weidner","","","San Antonio","TX","78233",1,1
4777,"11407 North Weidner","","","San Antonio","TX","78233",1,1
3429,"11407 North Weidner","","","San Antonio","TX","78233",1,1
6810,"11407 North Weidner","","","San Antonio","TX","78233",1,1
4798,"11407 North Weidner","","","San Antonio","TX","78233",1,1
4172,"11407 North Weidner","","","San Antonio","TX","78233",1,1
3682,"11407 North Weidner","","","San Antonio","TX","78233",1,1
4547,"11407 North Weidner","","","San Antonio","TX","78233",1,1
4517,"11407 North Weidner","","","San Antonio","TX","78233",1,1
6156,"2558 North Susquehanna Trail","","","Shamokin Dam","PA","17876",1,1
5037,"18225 Route 6","","","Mansfield","PA","16933",1,1
3302,"18225 Route 6","","","Mansfield","PA","16933",1,1
3359,"18225 Route 6","","","Mansfield","PA","16933",1,1
3086,"1024 E Smith","","","Tucumcari","NM","57601",1,1
3010,"1024 E Smith","","","Tucumcari","NM","57601",1,1
4284,"251 Dick Watson Road","","","Deep Gap","NC","28618",1,1
4049,"251 Dick Watson Road","","","Deep Gap","NC","28618",1,1
5374,"3002 S ARKANSAS ST","","","RUSSELLVILLE","AR","72801",1,1
5663,"3002 S ARKANSAS ST","","","RUSSELLVILLE","AR","72801",1,1
3465,"1220 West 20th Street A33","","","Erie","PA","16502",1,1
5480,"1012 S Bosch Rd","","","Peoria","IL","61607",1,1
3704,"1012 S Bosch Rd","","","Peoria","IL","61607",1,1
3339,"1012 S Bosch Rd","","","Peoria","IL","61607",1,1
5592,"1012 S Bosch Rd","","","Peoria","IL","61607",1,1
3577,"1012 S Bosch Rd","","","Peoria","IL","61607",1,1
3368,"1012 S Bosch Rd","","","Peoria","IL","61607",1,1
4217,"504 South Pine Street","","","Presho","SD","57568",1,1
5337,"504 South Pine Street","","","Presho","SD","57568",1,1
4440,"CARRETERA A LAREDO # 201 NORTE-B","","","Escobedo","NL","66054",1,1
6055,"1807 Nokomis Street","","","Alexandria","MN","56308",1,1
4290,"1807 Nokomis Street","","","Alexandria","MN","56308",1,1
3309,"1807 Nokomis Street","","","Alexandria","MN","56308",1,1
4760,"950 United Circle","","","Sparks","NV","89431",1,1
3232,"950 United Circle","","","Sparks","NV","89431",1,1
5246,"950 United Circle","","","Sparks","NV","89431",1,1
5564,"950 United Circle","","","Sparks","NV","89431",1,1
4478,"1741 Industrial Drive","","","Sterling","IL","61081",1,1
3974,"1741 Industrial Drive","","","Sterling","IL","61081",1,1
6594,"807 West White Oak Street","","","Leitchfield","KY","42754",1,1
3209,"807 West White Oak Street","","","Leitchfield","KY","42754",1,1
3837,"2431 Kluverv Road","","","Gillette","WY","82716",1,1
4729,"210 Commerce Avenue","","","Park Rapids","MN","56470",1,1
5039,"21 Taxiway Drive","","","Chicopee","MA","01022",1,1
3105,"21 Taxiway Drive","","","Chicopee","MA","01022",1,1
2735,"21 Taxiway Drive","","","Chicopee","MA","01022",1,1
2903,"21 Taxiway Drive","","","Chicopee","MA","01022",1,1
5752,"21 Taxiway Drive","","","Chicopee","MA","01022",1,1
3679,"21 Taxiway Drive","","","Chicopee","MA","01022",1,1
3200,"3 County Road 16 SE","","","Rochester","MN","55904",1,1
4876,"3 County Road 16 SE","","","Rochester","MN","55904",1,1
3054,"78 North Manning Boulevard","","","Albany","NY","12206",1,1
3353,"78 North Manning Boulevard","","","Albany","NY","12206",1,1
3753,"78 North Manning Boulevard","","","Albany","NY","12206",1,1
5740,"78 North Manning Boulevard","","","Albany","NY","12206",1,1
5794,"78 North Manning Boulevard","","","Albany","NY","12206",1,1
5708,"78 North Manning Boulevard","","","Albany","NY","12206",1,1
5593,"78 North Manning Boulevard","","","Albany","NY","12206",1,1
4483,"78 North Manning Boulevard","","","Albany","NY","12206",1,1
3988,"78 North Manning Boulevard","","","Albany","NY","12206",1,1
6071,"6650 North Houston-Rosslyn","","","Houston","TX","77091",1,1
3656,"6650 North Houston-Rosslyn","","","Houston","TX","77091",1,1
3252,"6650 North Houston-Rosslyn","","","Houston","TX","77091",1,1
5789,"6650 North Houston-Rosslyn","","","Houston","TX","77091",1,1
5767,"6650 North Houston-Rosslyn","","","Houston","TX","77091",1,1
2888,"6650 North Houston-Rosslyn","","","Houston","TX","77091",1,1
5450,"153 T Highway","","","Poplar Bluff","MO","63901",1,1
5630,"153 T Highway","","","Poplar Bluff","MO","63901",1,1
5022,"600 East Old Linden Road","","","Show Low","AZ","85901",1,1
5398,"600 East Old Linden Road","","","Show Low","AZ","85901",1,1
4536,"600 East Old Linden Road","","","Show Low","AZ","85901",1,1
4152,"600 East Old Linden Road","","","Show Low","AZ","85901",1,1
5178,"1160 Bonham Street","","","Paris","TX","75460",1,1
5307,"1160 Bonham Street","","","Paris","TX","75460",1,1
5511,"500 South Placentia Avenue","","","Placentia","CA","92870",1,1
4886,"500 South Placentia Avenue","","","Placentia","CA","92870",1,1
3737,"500 South Placentia Avenue","","","Placentia","CA","92870",1,1
3260,"500 South Placentia Avenue","","","Placentia","CA","92870",1,1
5788,"500 South Placentia Avenue","","","Placentia","CA","92870",1,1
2933,"26800 Schoenherr Road","","","Warren","MI","48089",1,1
5118,"26800 Schoenherr Road","","","Warren","MI","48089",1,1
3590,"26800 Schoenherr Road","","","Warren","MI","48089",1,1
5496,"26800 Schoenherr Road","","","Warren","MI","48089",1,1
4283,"400 Kile Lane Southwest","","","Cleveland","TN","37311",1,1
4661,"400 Kile Lane Southwest","","","Cleveland","TN","37311",1,1
4296,"400 Kile Lane Southwest","","","Cleveland","TN","37311",1,1
5294,"400 Kile Lane Southwest","","","Cleveland","TN","37311",1,1
5381,"203 1/2 Plum Creek Parkway","","","Lexington","NE","68850",1,1
3468,"203 1/2 Plum Creek Parkway","","","Lexington","NE","68850",1,1
4960,"203 1/2 Plum Creek Parkway","","","Lexington","NE","68850",1,1
4954,"203 1/2 Plum Creek Parkway","","","Lexington","NE","68850",1,1
6646,"5198 City Line Road","","","Hampton","VA","23661",1,1
2878,"5198 City Line Road","","","Hampton","VA","23661",1,1
5193,"5198 City Line Road","","","Hampton","VA","23661",1,1
4041,"5198 City Line Road","","","Hampton","VA","23661",1,1
3083,"129 Mel Ray Road","","","Glenwood Springs","CO","81601",1,1
5312,"129 Mel Ray Road","","","Glenwood Springs","CO","81601",1,1
3264,"1724 Fifth Avenue","","","Bay Shore","NY","11706",1,1
4828,"1724 Fifth Avenue","","","Bay Shore","NY","11706",1,1
5550,"1724 Fifth Avenue","","","Bay Shore","NY","11706",1,1
3055,"1724 Fifth Avenue","","","Bay Shore","NY","11706",1,1
4442,"1724 Fifth Avenue","","","Bay Shore","NY","11706",1,1
4585,"1724 Fifth Avenue","","","Bay Shore","NY","11706",1,1
4693,"210 28th Street","","","Grand Rapids","MI","49548",1,1
3375,"210 28th Street","","","Grand Rapids","MI","49548",1,1
5497,"210 28th Street","","","Grand Rapids","MI","49548",1,1
2774,"210 28th Street","","","Grand Rapids","MI","49548",1,1
5829,"210 28th Street","","","Grand Rapids","MI","49548",1,1
3732,"210 28th Street","","","Grand Rapids","MI","49548",1,1
4428,"210 28th Street","","","Grand Rapids","MI","49548",1,1
3659,"100 South Twichell","","","Dumas","TX","79029",1,1
4143,"100 South Twichell","","","Dumas","TX","79029",1,1
4732,"1520 Willmar Avenue SE","","","Willmar","MN","56201",1,1
3170,"1520 Willmar Avenue SE","","","Willmar","MN","56201",1,1
3768,"1520 Willmar Avenue SE","","","Willmar","MN","56201",1,1
2712,"500 12th Street","","","Parker","AZ","85344",1,1
4532,"500 12th Street","","","Parker","AZ","85344",1,1
4167,"960 Industrial Park Lane","","","Madisonville","TX","77864",1,1
5176,"960 Industrial Park Lane","","","Madisonville","TX","77864",1,1
2820,"6935 Lake Plaza Drive","","","Indianapolis","IN","46220",1,1
5920,"6935 Lake Plaza Drive","","","Indianapolis","IN","46220",1,1
3990,"6935 Lake Plaza Drive","","","Indianapolis","IN","46220",1,1
4477,"6935 Lake Plaza Drive","","","Indianapolis","IN","46220",1,1
3592,"6935 Lake Plaza Drive","","","Indianapolis","IN","46220",1,1
5219,"1905 Bartillon Drive","","","Madison","WI","53704",1,1
4742,"1905 Bartillon Drive","","","Madison","WI","53704",1,1
6035,"325 East 25th Street","","","Owensboro","KY","42303",1,1
4607,"4545 E. 51st Ave.","","","Denver","CO","80216",1,1
3489,"1602 East 23rd","","","Columbus","NE","68601",1,1
3319,"1602 East 23rd","","","Columbus","NE","68601",1,1
3495,"7300 Brighton Boulevard","","","Commerce City","CO","80022",1,1
3884,"7300 Brighton Boulevard","","","Commerce City","CO","80022",1,1
5727,"7300 Brighton Boulevard","","","Commerce City","CO","80022",1,1
5200,"7300 Brighton Boulevard","","","Commerce City","CO","80022",1,1
5939,"3840  West Ina Road","","","Marana","AZ","85741",1,1
5000,"4424 Palisades","","","Wichita","KS","67217",1,1
4605,"4424 Palisades","","","Wichita","KS","67217",1,1
2926,"4424 Palisades","","","Wichita","KS","67217",1,1
5229,"4424 Palisades","","","Wichita","KS","67217",1,1
5117,"15237 Edgewood Drive","","","Baxter","MN","56425",1,1
2816,"3821 Laylin Road","","","Norwalk","OH","44857",1,1
5256,"3821 Laylin Road","","","Norwalk","OH","44857",1,1
4446,"3821 Laylin Road","","","Norwalk","OH","44857",1,1
5607,"3821 Laylin Road","","","Norwalk","OH","44857",1,1
2830,"716 West Cedar","","","Eureka","CA","95501",1,1
4520,"716 West Cedar","","","Eureka","CA","95501",1,1
3904,"2434 Highway 72 East","","","Glen","MS","38846",1,1
4313,"2434 Highway 72 East","","","Glen","MS","38846",1,1
3874,"612 HWY 60","","","Socorro","NM","57006",1,1
3796,"612 HWY 60","","","Socorro","NM","57006",1,1
4633,"10414 North 19th Avenue","","","Deer Valley","AZ","85021",1,1
6003,"10414 North 19th Avenue","","","Deer Valley","AZ","85021",1,1
5326,"10414 North 19th Avenue","","","Deer Valley","AZ","85021",1,1
3624,"901B Spiva Avenue","","","Yuba City","CA","95991",1,1
4003,"901B Spiva Avenue","","","Yuba City","CA","95991",1,1
4037,"901B Spiva Avenue","","","Yuba City","CA","95991",1,1
3622,"651 Copello Drive","","","Altaville","CA","95221",1,1
5601,"651 Copello Drive","","","Altaville","CA","95221",1,1
5109,"3420 179th Street","","","Hammond","IN","46323",1,1
6664,"3420 179th Street","","","Hammond","IN","46323",1,1
4117,"3420 179th Street","","","Hammond","IN","46323",1,1
4712,"3420 179th Street","","","Hammond","IN","46323",1,1
4140,"553 Highway 46 South","","","Dickson","TN","37055",1,1
3145,"553 Highway 46 South","","","Dickson","TN","37055",1,1
3067,"535 Route 5 & 209","","","Milford","PA","18337",1,1
3207,"3000 South 38th Street","","","Grand Forks","ND","58201",1,1
