,OWNER_USER_ID,REFERRED_USER_ID
692,29550810,227335464
693,21680933,26887870
694,241210069,261205614
695,222318537,217175647
696,141214552,2110422478
697,217218789,228195504
698,294589255,247843054
699,225175888,267643422
700,261524000,243074091
701,28879709,245499018
702,211137566,223349176
703,26263229,23969036
704,271020864,26842704
705,261640020,232552870
706,22487396,244871263
707,292238642,243069880
708,222906161,209612174
709,24887269,233799015
710,23540782,262130839
711,206255,29922823
712,161178051,251307072
713,223932086,277162050
714,28588229,27799929
715,271147826,251076535
716,23350200,201355689
717,27266758,25282207
718,27623226,28709923
719,29372251,26727025
720,21753167,211160184
721,2998680,21225408
722,291364907,261913181
723,24313042,247161365
724,25417185,22458235
725,271852383,261756002
726,2912254131,2512551433
727,21287695,28230968
728,20828676,271231835
729,201238727,201570441
730,28344965,20753007
731,271866605,283288308
732,211061598,291300421
733,28926152,361736168
734,292597276,233322552
735,221206312,261221835
736,16180390,283603742
737,297851942,298753085
738,27279641,281049617
739,122314677,2411154168
740,283891055,217019220
741,25342690,28503594
742,247609777,216076258
743,271628810,267488329
744,28326634,24233756
745,218406,2714924
746,29470234,24208218
747,21723312,281706817
748,241244447,272670566
749,20827255,28868369
750,213613933,227097069
751,29301287,291537806
752,261187536,271404547
753,24133132,201322518
754,27434185,207165085
755,22549263,223131489
756,231462548,232198343
757,244401602,217628732
758,2281466,281166709
759,241835485,254127669
760,241446821,227770615
761,21693282,29695057
762,28728134,243404809
763,27434185,2910275139
764,223049922,263056460
765,231529493,233248105
766,251345065,261424112
767,283777520,28204127
768,291944810,231976459
769,282160060,282724365
770,2511935812,2311215738
771,232324251,242300367
772,214682206,24923278
773,256768168,284807547
774,237094062,299622039
775,12610297,274306221
776,29130112,25275268
777,271450591,261687188
778,23144052,204378752
779,288964965,209086180
780,261168693,241923534
781,23148642,213811021
782,25192857,20844312
783,241160092,241161335
784,221252847,271537156
785,213272746,269752359
786,262532165,264415173
787,294319434,249313424
788,271756116,202207401
789,2025093,20731096
790,20426096,29138413
791,233332704,206811357
792,26652554,28690810
793,261549453,231710921
794,171135449,27526469
795,26903828,23644977
796,231133072,292970006
797,21548801,224425758
798,266909216,261181270
799,297954487,207377954
800,202935912,225070379
801,201259484,23415772
802,281163736,271323399
803,26768691,241794153
804,24189021,204970175
805,291469647,251479376
806,284187733,284187738
807,2310403135,268032899
808,2296233,26240978
809,222615454,293144528
810,29139848,22180898
811,1782073,22244610
812,27572052,24599056
813,28271763,271631334
814,29836662,263641027
815,23698138,291642448
816,222928216,222928268
817,23421106,24424787
818,26220014,22256427
819,20532529,201677115
820,285669736,246814608
821,25551885,26552555
822,25385638,26418850
823,26839593,291990520
824,204078203,228860591
825,20564896,28564739
826,28300372,201977281
827,201537791,281776144
828,273406481,223661319
829,27273689,29321849
830,286367870,296532718
831,28421647,212311537
832,22101558,261205925
833,26506590,21262741
834,292367198,293673968
835,28473268,25515461
836,2366204,253318353
837,28459297,23674317
838,24102643,211453085
839,226966020,237636914
840,20827255,251072712
841,29899684,27956258
842,281503330,231844321
843,27434185,246100687
844,241446821,297946435
845,23689829,242461461
846,29482727,241792946
847,271378803,213410976
848,291303397,211160305
849,2934199,231191862
850,201021901,261062980
851,213686572,2818147
852,14636103,261338415
853,2511935812,298687705
854,248471938,219455270
855,28253100,241820568
856,291347865,221771648
857,261237417,27296043
858,231617227,261793613
859,266857296,287054983
860,241048081,291199898
861,23597917,293177182
862,291589177,29543509
863,251820960,226291903
864,271321139,221798602
865,261095309,201339397
866,27428338,24803005
867,21204250,289612615
868,22899242,251254556
869,216112105,253477883
870,13964067,25973227
871,23554136,201114799
872,15227316,221316692
873,26111930,242289723
874,251309437,212230962
875,29593891,211605671
876,21202108,21243830
877,293826595,248792325
878,262869946,253653689
879,201207875,281804710
880,205168996,285277211
881,23139471,24642604
882,22549263,221807303
883,27562292,25620710
884,241823845,273376148
885,22549263,251323409
886,24122706,27222011
887,29575312,253558948
888,24545885,251461699
889,21485148,26566328
890,21490971,201004420
891,25570884,20570953
892,20727445,271336158
893,281381502,242619876
894,221295433,261331156
895,26384269,211462156
896,22995907,296307756
897,2354836,244677732
898,21778502,233645939
899,25752736,29823534
900,23741893,23784380
901,20584920,291872079
902,22519330,21584705
903,24120740,231737896
904,243228307,233615825
905,29560498,21182210
906,20398906,201007449
907,17967190,292194198
908,27346703,28359207
909,211159826,211163356
910,28136491,25981953
911,265037663,265750364
912,291055629,274286308
913,298314276,2311029135
914,2366204,26673091
915,254159138,2110621613
916,25787513,263782929
917,2511935812,2212682962
918,2749807,27179180
919,231488831,211564018
920,203402410,243644549
921,251746940,283568572
922,256420031,269009998
923,24908016,2610497479
924,25571945,27420434
925,28300372,24686690
926,27434185,209462610
927,2424047,17149219
928,21954992,212720830
929,21546542,298174354
930,24209788,28794153
931,22549263,291409761
932,276362100,278103361
933,201078247,202517020
934,206559334,297090224
935,201137650,201762618
936,241152093,252258170
937,212212669,265574898
938,244369617,247656954
939,20506159,22532386
940,291302251,272271205
941,273668262,243679459
942,283740928,288325310
943,28300372,291771482
944,27726,2311481
945,29718208,241001637
946,244492508,236305054
947,21418092,297061366
948,231996455,242069590
949,26549543,27898874
950,266779673,275792756
951,291236308,291236413
952,243583316,256928311
953,241330390,222124010
954,252881381,203491547
955,10978941,23782797
956,26898919,261055321
957,281086359,221287380
958,22299423,271228731
959,299499303,265770574
960,221248556,271125739
961,265178329,273195232
962,226661080,207463581
963,221994610,261104354
964,24136794,22964158
965,229158344,284123639
966,241795874,273116550
967,2870231,20630885
968,26573400,29339155
969,28667266,281710352
970,201110984,291221853
971,211117570,281375716
972,22549263,221829528
973,26880896,24823482
974,243715527,237459020
975,271974144,291668215
976,221783771,291785651
977,203030082,276986052
978,2967108,209730868
979,29302020,207204972
980,2412222333,232458517
981,23125945,231115368
982,231368164,201368182
983,27434185,2310499459
984,27334926,26902192
985,4998086,2811052881
986,2911489902,278949767
987,23485460,251435109
988,222615063,202615069
989,20960458,241703956
990,241569167,202505070
991,26428151,29418160
992,22569827,273274332
993,201655784,281672032
994,223257913,283337605
995,214237,2310207
996,263078410,266579394
997,26532762,282076249
998,281018379,201399471
999,211401520,281528298
1000,20827255,24942880
1001,20303494,24305718
1002,26160016,22433797
1003,24571072,24723339
1004,273213188,283634881
1005,20806085,213985330
1006,259031216,259445430
1007,271259329,261752973
1008,246146571,229087428
1009,292597276,272502234
1010,201366747,211274374
1011,277884,15562985
1012,20238234,212902012
1013,221102000,271887079
1014,251972022,284407883
1015,243095059,245030700
1016,292597276,203309567
1017,2981617,271558776
1018,20798135,262684913
1019,2926016,203254481
1020,271852383,261586036
1021,212127104,233606572
1022,22549263,2210125854
1023,241014467,241236441
1024,211268013,233709456
1025,21539626,25745516
1026,281289105,28400397
1027,275780241,265955784
1028,22377748,27333764
1029,271229548,291238474
1030,2261775,28556810
1031,27434185,218172903
1032,29249054,23526790
1033,28826974,25976243
1034,2339666,289620611
1035,24783920,264307367
1036,251467166,261785209
1037,13167643,233557086
1038,2511935812,2112675241
1039,21513920,21513920
1040,121152257,274249135
1041,253333802,263293838
1042,292060642,245260890
1043,261055383,211145016
1044,29200602,28199174
1045,241326995,27979257
1046,22549263,261180693
1047,2089455,232519389
1048,29602411,223524923
1049,27363000,28659379
1050,28726940,20795859
1051,241294580,211731205
1052,281523663,291549831
1053,283344719,264641984
1054,26117110,293533469
1055,25262263,222469247
1056,24343614,281047359
1057,2192385,12560466
1058,22468926,22463796
1059,26938665,281339178
1060,2572874,2210579660
1061,2884006,29467022
1062,24931240,25451794
1063,20827255,221067102
1064,282970819,261973708
1065,25600681,204155745
1066,22549263,221407170
1067,262343708,222470758
1068,25418849,101146205
1069,231116608,291430835
1070,25121515,221485350
1071,261273593,241273558
1072,221466781,26664281
1073,20260620,22773539
1074,221478336,281384230
1075,27741528,241320139
1076,14181343,222602316
1077,237666068,244361311
1078,25902564,28928521
1079,22549263,262975543
1080,25435077,29435123
1081,202118754,293671796
1082,298072926,23526581
1083,27434185,24747334
1084,266909216,2611025123
1085,223791388,237220917
1086,271346418,232610737
1087,20387840,25234344
1088,261326363,221436414
1089,223438359,2210837959
1090,271852383,242105097
1091,285666721,2311725831
1092,24756307,29776821
1093,23541263,24554716
1094,2911038,2710863
1095,23277570,272492411
1096,295344057,207122490
1097,2334624,256723422
1098,251419026,29987483
1099,221272104,221021735
1100,282469829,272515970
1101,25472608,20473050
1102,252048662,233401249
1103,22320387,29459217
1104,2447935,18941219
1105,261718922,222308151
1106,20788896,21794774
1107,283091657,283635365
1108,20335145,28416489
1109,211858381,242055479
1110,22251462,243621925
1111,23538484,23555106
1112,212166228,286847016
1113,23563279,26582499
1114,248206503,208865104
1115,23750803,23791428
1116,271528008,207876598
1117,263244526,244636450
1118,251169764,233233450
1119,231326721,222640802
1120,265468600,257470538
1121,24124786,22165428
1122,293676005,293618755
1123,26845821,27913485
1124,265037663,269878252
1125,141065611,29586868
1126,291055629,281058195
1127,22664913,22665371
1128,205876804,226304651
1129,233930539,229063336
1130,281233050,132700464
1131,25373046,26431787
1132,26388634,27334554
1133,28470003,26491562
1134,25600726,273252745
1135,263828463,224587194
1136,20484700,213339424
1137,28952373,288377666
1138,29556292,191021009
1139,20700235,254201424
1140,261042236,241042168
1141,262962936,283734186
1142,28784371,20804628
1143,2366204,251522185
1144,23378194,20600469
1145,24908016,228383352
1146,23900558,231863251
1147,221701019,211362557
1148,211792499,242177335
1149,292597276,203373235
1150,201945755,271957437
1151,211532584,241980812
1152,2366204,23842801
1153,2424047,294745647
1154,20566053,20566053
1155,23951431,24947479
1156,25458176,281562709
1157,24907806,27969537
1158,22549263,291130233
1159,262285894,254683082
1160,231626753,272884566
1161,23660315,25949772
1162,271427611,291408393
1163,23810181,29803460
1164,214110228,263396306
1165,28486078,231259880
1166,281120108,233343958
1167,22778818,241190394
1168,264845013,296164685
1169,25969904,281028227
1170,201069236,241184117
1171,25531765,211189178
1172,256951411,257037664
1173,206363258,227614692
1174,232050504,283086603
1175,211297839,213700010
1176,26415055,241615569
1177,21453525,20970292
1178,261600235,216574761
1179,211217681,251800088
1180,241020403,268474040
1181,20227847,281882736
1182,281271063,224536066
1183,213219358,232976783
1184,291008088,2912240623
1185,23346559,28431971
1186,24236804,263771928
1187,20928469,284347398
1188,243050017,233134024
1189,261400575,258166668
1190,271386277,271411866
1191,291819585,274276032
1192,22549263,20958554
1193,233861152,294376263
1194,271540171,225754974
1195,20209583,2211146505
1196,254890621,276665225
1197,222675992,226189630
1198,201783088,211784439
1199,241633784,222586750
1200,24430679,26430745
1201,28300372,272040235
1202,215796137,265890496
1203,281486341,271502461
1204,241548407,252029749
1205,23528730,251600052
1206,221121768,292634739
1207,283876669,2810281299
1208,26394095,27428857
1209,22549263,25637053
1210,29602411,2310629496
1211,23744745,251213049
1212,246449492,276701417
1213,2511935812,2312642237
1214,13964067,281016054
1215,25787513,222356432
1216,271852383,251682623
1217,29757036,26757334
1218,24790490,25941841
1219,261205925,261735021
1220,2379095,22371079
1221,20293068,20293068
1222,29486662,291078589
1223,281784227,222651678
1224,271726307,294149149
1225,25984502,261131683
1226,28203512,2811309291
1227,273814331,288904684
1228,27900349,221304836
1229,26391621,26345759
1230,261300410,242541052
1231,281634622,271820936
1232,272325953,231279446
1233,15875540,24482086
1234,28585307,221067339
1235,201695160,263228410
1236,29789456,251236469
1237,21703235,281250207
1238,27669519,273290464
1239,252085690,283186356
1240,281620374,201852662
1241,281389750,288812895
1242,29602411,272717099
1243,28469310,261430913
1244,201426400,211426461
1245,22549263,26950132
1246,281845119,2910705475
1247,21274466,257034179
1248,23422952,20681029
1249,29602411,271828212
1250,221466781,241570386
1251,281240162,214033492
1252,292367294,236075574
1253,26292552,223655873
1254,2355561,2963707
1255,251579693,244375986
1256,2511935812,2812668778
1257,292597276,233511261
1258,231152499,271152930
1259,25692252,28153034
1260,272100683,262648497
1261,252541053,262858683
1262,23606909,246836342
1263,221013502,269104772
1264,23334322,261666110
1265,21337844,25513849
1266,281260215,251269800
1267,236755,28124014
1268,22549263,261206306
1269,253102475,226235797
1270,22675057,29810801
1271,221701019,261734433
1272,206650093,217775888
1273,271852383,26734341
1274,21846978,20969652
1275,25212238,223872013
1276,222512982,232713385
1277,261079759,272127300
1278,20827255,24916695
1279,27247585,25378289
1280,261024178,281313386
1281,10978941,20539018
1282,222207034,285560669
1283,24149550,202288460
1284,292597276,213510438
1285,20343526,25676013
1286,211146824,211516194
1287,251190144,231254368
1288,27419249,29428431
1289,271126029,281504490
1290,26548460,281231650
1291,222552592,20456015
1292,24215120,295156210
1293,21889976,212345504
1294,26540077,24887920
1295,281699982,201583218
1296,211219108,231459207
1297,252385150,206317511
1298,281473907,281763930
1299,24308962,281040081
1300,223305249,283544277
1301,22549263,261288505
1302,271852383,271388406
1303,28350537,26381289
1304,21108119,12929984
1305,2435007,24100715
1306,281622395,241783331
1307,27272098,26350235
1308,281303138,201222568
1309,241180915,252684370
1310,20827255,221039254
1311,27900587,271271418
1312,21348323,24375206
1313,25813854,28862158
1314,241028374,251736459
1315,20834809,241014667
1316,22549263,221136556
1317,29590446,2716972
1318,22549263,261073912
1319,248390532,2812166771
1320,211219876,261158231
1321,21338892,25626020
1322,24388680,27389971
1323,22549263,25962014
1324,27206491,26890274
1325,236370287,272592286
1326,223262280,277035304
1327,27353978,27965900
1328,20436867,295138486
1329,221392415,261504755
1330,234124005,254187917
1331,295373730,26423070
1332,13964067,21858563
1333,281009798,221417061
1334,28972596,291002911
1335,22549263,203002326
1336,232981623,294689137
1337,223226716,203358497
1338,20454488,28673463
1339,281160371,22816959
1340,23462441,23529182
1341,251342579,291587784
1342,26255433,231364389
1343,211247685,202581700
1344,28372737,29568687
1345,28562348,22854508
1346,23263226,253642021
1347,282707419,296586062
1348,272133993,263630659
1349,22549263,242079788
1350,295005637,239462983
1351,221994610,212974575
1352,21101764,271417650
1353,21820855,265099263
